Row No.,DBMS,In-memory,"column-
orientedness", Multi-GPU,RAM size (GB),Evolution,Interconnect,"Database 
Size (GB)",Query Name,aggregation,subquery,# of joins,"# of attributes 
to be referenced 
(on the fact table)",# of (projection+selection) attributes to be referenced by query,"# of all tables 
to be referenced","# of distinct tables
 to be referenced",case-when,order by,HtoD time (㎲),DtoH time (㎲),GPU Page Fault,"# of kernels 
invoked","GPU utilization
(Kernel Time, ㎲)","GPU Utilization 
(Kernel Time, %)",Elapsed Time (㎲),"Elapsed Time 
on NVProf (ms)","Profiling 
Overhead (ms)","cudaLaunchKernel 
start time (ms)",,
73,PG-Strom,F,F,F,48,1080ti,-,8,Q8,T,T,7,5,19,8,8,T,T,951611.12,921990.63,57264,160,347212.99,,9705449,10736.228,20.17559,,,
74,PG-Strom,F,F,F,48,1080ti,-,8,Q9,T,T,5,6,16,6,6,F,T,2220640,2281130,156459,156,400096.07,,9850782,10521.387,7.76507,,,
75,PG-Strom,F,F,F,48,1080ti,-,8,Q10,T,F,3,4,16,4,4,F,T,2292120,2345880,138770,154,219611.25,,5551778,6042.963,7.38247,,,
76,PG-Strom,F,F,F,48,1080ti,-,8,Q11,T,T,4,0,8,6,3,F,T,582088.05,507624.31,44166,65,61138.86,,1179053,1696.149,8.50271,,,
77,PG-Strom,F,F,F,48,1080ti,-,8,Q12,T,F,1,5,7,2,2,T,T,1170160,1208550,36937,187,184729.33,,6639183,7494.472,8.32352,,,
78,PG-Strom,F,F,F,48,1080ti,-,8,Q14,T,F,1,4,6,2,2,T,F,781796.39,784715.33,15634,139,92592.57,,6092974,6948.787,9.30753,,,
79,PG-Strom,F,F,F,48,1080ti,-,8,Q15,T,T,1,4,8,2,2,F,T,2059770,2112500,22658,127,217427.19,,3565746,4471.643,7.39054,,,
80,PG-Strom,F,F,F,48,1080ti,-,8,Q16,T,T,1,0,8,3,3,F,T,131119.52,127845.48,8750,25,44751.79,,3319134,3656.454,7.15055,,,
81,PG-Strom,F,F,F,48,1080ti,-,8,Q17,T,T,2,3,6,3,2,F,F,1404260,1373920,178932,624,961052.79,,14854317,15967.678,9.36894,,,
82,PG-Strom,F,F,F,48,1080ti,-,8,Q19,T,F,1,6,10,2,2,F,F,780309.85,784840.09,16121,130,423308.64,,6712481,7447.185,8.04698,,,
83,PG-Strom,F,F,F,48,1080ti,-,8,Q21,T,T,3,4,16,6,4,F,T,,,,,,,,err,,,,
84,PG-Strom,F,F,F,48,1080ti,-,8,Q22,T,T,0,0,4,3,2,F,T,96735.22,63734.4,1490,6,4871.68,,3409565,3798.338,6.57289,,,
85,PG-Strom,F,F,F,48,1080ti,-,16,Q1,T,F,0,7,7,1,1,F,T,7884630,7675710,355764,993,5768480,,7479507,9723.311,7.30323,,,
86,PG-Strom,F,F,F,48,1080ti,-,16,Q2,T,T,8,0,16,10,5,F,T,795507.84,675136.22,31115,60,201927.75,,8500669,9324.665,9.08407,,,
87,PG-Strom,F,F,F,48,1080ti,-,16,Q3,T,F,2,4,10,3,3,F,T,8617240,8425300,283893,314,568446.34,,8714880,12514.44,9.47625,,,
88,PG-Strom,F,F,F,48,1080ti,-,16,Q4,T,T,0,3,7,2,2,F,T,1843890,1790750,27122,58,134521.94,,2665083,4262.242,6.595,,,
89,PG-Strom,F,F,F,48,1080ti,-,16,Q5,T,F,5,4,16,6,6,F,T,,,,,,,,-,,,,
90,PG-Strom,F,F,F,48,1080ti,-,16,Q6,T,F,0,4,4,1,1,F,F,7800610,7597650,266506,497,1052430,,5632359,8429.331,7.2278,,,
91,PG-Strom,F,F,F,48,1080ti,-,16,Q7,T,T,5,5,15,6,5,F,T,4640500,4468840,149463,315,679996.04,,13640733,18248.893,9.13465,,,
92,PG-Strom,F,F,F,48,1080ti,-,16,Q8,T,T,7,5,19,8,8,T,T,3481350,3422660,106096,317,710554.45,,19306008,23953.414,10.74076,,,
93,PG-Strom,F,F,F,48,1080ti,-,16,Q9,T,T,5,6,16,6,6,F,T,8946950,8739020,310548,315,1075720,,21345995,25038.185,9.26677,,,
94,PG-Strom,F,F,F,48,1080ti,-,16,Q10,T,F,3,4,16,4,4,F,T,8764550,8580270,263990,305,558207.14,,10409038,13796.33,8.5382,,,
95,PG-Strom,F,F,F,48,1080ti,-,16,Q11,T,T,4,0,8,6,3,F,T,2334660,2116100,84506,119,144255.46,,2360385,3321.775,9.02053,,,
96,PG-Strom,F,F,F,48,1080ti,-,16,Q12,T,F,1,5,7,2,2,T,T,4496070,4430180,70480,366,335737.05,,12697270,17038.792,9.05986,,,
97,PG-Strom,F,F,F,48,1080ti,-,16,Q14,T,F,1,4,6,2,2,T,F,2993810,2908790,1208,268,204793.46,,11912680,15734.862,9.30138,,,
98,PG-Strom,F,F,F,48,1080ti,-,16,Q15,T,T,1,4,8,2,2,F,T,7820050,7824030,44478,248,852404.31,,6785287,10205.413,7.6223,,,
99,PG-Strom,F,F,F,48,1080ti,-,16,Q16,T,T,1,0,8,3,3,F,T,511111.34,492244.18,16975,47,93550.53,,6733092,7657.544,7.67038,,,
100,PG-Strom,F,F,F,48,1080ti,-,16,Q17,T,T,2,3,6,3,2,F,F,2679110,2653090,246805,994,1029440,,16509874,19421.146,8.76533,,,
101,PG-Strom,F,F,F,48,1080ti,-,16,Q19,T,F,1,6,10,2,2,F,F,2989660,2902100,24964,256,744706.55,,13005604,16592.149,8.40335,,,
102,PG-Strom,F,F,F,48,1080ti,-,16,Q21,T,T,3,4,16,6,4,F,T,,,,,,,,err,,,,
103,PG-Strom,F,F,F,48,1080ti,-,16,Q22,T,T,0,0,4,3,2,F,T,330960.9,241060.26,2709,10,20892.15,,7238074,7672.203,6.68937,,,
104,PG-Strom,F,F,F,48,1080ti,-,32,Q1,T,F,0,7,7,1,1,F,T,15704610,15386070,703419,1975,10991.7,,22179200,26504.518,7.34771,,,
105,PG-Strom,F,F,F,48,1080ti,-,32,Q2,T,T,8,0,16,10,5,F,T,,,,,,,,err,,,,
106,PG-Strom,F,F,F,48,1080ti,-,32,Q3,T,F,2,4,10,3,3,F,T,17079520,16778970,559708,624,1193750,,27662623,33789.613,9.23076,,,
107,PG-Strom,F,F,F,48,1080ti,-,32,Q4,T,T,0,3,7,2,2,F,T,3615820,3592810,31857,115,64075.72,,64400672,50696.84,7.26309,,,
108,PG-Strom,F,F,F,48,1080ti,-,32,Q5,T,F,5,4,16,6,6,F,T,,,,,,,,-,,,,
109,PG-Strom,F,F,F,48,1080ti,-,32,Q6,T,F,0,4,4,1,1,F,F,15593560,15253540,394556,991,2387740,,18717119,33610.174,7.47983,,,
110,PG-Strom,F,F,F,48,1080ti,-,32,Q7,T,T,5,5,15,6,5,F,T,9144840,8912860,281954,623,1389670,,27049519,42525.387,9.13094,,,
111,PG-Strom,F,F,F,48,1080ti,-,32,Q8,T,T,7,5,19,8,8,T,T,,,,,,,,err,,,,
112,PG-Strom,F,F,F,48,1080ti,-,32,Q9,T,T,5,6,16,6,6,F,T,18701920,18368770,678452,701,2751700,,48817790,52138.676,10.34629,,,
113,PG-Strom,F,F,F,48,1080ti,-,32,Q10,T,F,3,4,16,4,4,F,T,17393970,17158910,529283,608,1053440,,21630172,31369.491,8.09587,,,
114,PG-Strom,F,F,F,48,1080ti,-,32,Q11,T,T,4,0,8,6,3,F,T,4752880,4481540,167768,228,387240.45,,4283577,5950.057,9.52599,,,
115,PG-Strom,F,F,F,48,1080ti,-,32,Q12,T,F,1,5,7,2,2,T,T,8870930,8842640,133808,724,686645.92,,25270298,33652.282,9.99346,,,
116,PG-Strom,F,F,F,48,1080ti,-,32,Q14,T,F,1,4,6,2,2,T,F,5841990,5809290,98095,534,386108.28,,23723623,31176.261,12.94841,,,
117,PG-Strom,F,F,F,48,1080ti,-,32,Q15,T,T,1,4,8,2,2,F,T,15690310,15671990,87765,496,2045120,,13631534,19781.2,8.28582,,,
118,PG-Strom,F,F,F,48,1080ti,-,32,Q16,T,T,1,0,8,3,3,F,T,1020530,988520.1,34135,93,212754.05,,13512442,15334.893,9.23807,,,
119,PG-Strom,F,F,F,48,1080ti,-,32,Q17,T,T,2,3,6,3,2,F,F,,,,,,,,x,,,,
120,PG-Strom,F,F,F,48,1080ti,-,32,Q19,T,F,1,6,10,2,2,F,F,5836130,5792840,53733,512,1487850,,25743771,32966.996,9.88038,,,
121,PG-Strom,F,F,F,48,1080ti,-,32,Q21,T,T,3,4,16,6,4,F,T,,,,,,,,err,,,,
122,PG-Strom,F,F,F,48,1080ti,-,32,Q22,T,T,0,0,4,3,2,F,T,546211.81,482193.54,4371,17,20786.05,,15192597,15858.278,7.74472,,,
123,PG-Strom,F,F,F,48,1080ti,-,64,Q1,T,F,0,7,7,1,1,F,T,31388650,30823670,1346536,3941,21926550,,44222489,61111.6,7.9383,,,
124,PG-Strom,F,F,F,48,1080ti,-,64,Q2,T,T,8,0,16,10,5,F,T,,,,,,,,err,,,,
125,PG-Strom,F,F,F,48,1080ti,-,64,Q3,T,F,2,4,10,3,3,F,T,34041980,33543960,1100984,1242,2299150,,80924382,88727.613,9.75717,,,
126,PG-Strom,F,F,F,48,1080ti,-,64,Q4,T,T,0,3,7,2,2,F,T,7147570,7196530,74005,227,130856.78,,139565357,128346.889,7.2742,,,
127,PG-Strom,F,F,F,48,1080ti,-,64,Q5,T,F,5,4,16,6,6,F,T,,,,,,,,-,,,,
128,PG-Strom,F,F,F,48,1080ti,-,64,Q6,T,F,0,4,4,1,1,F,F,31094370,30631980,834063,1973,3928290,,81197806,74472.698,8.29038,,,
129,PG-Strom,F,F,F,48,1080ti,-,64,Q7,T,T,5,5,15,6,5,F,T,18090700,17760320,567756,1243,2788410,,91314106,92948.731,9.94962,,,
130,PG-Strom,F,F,F,48,1080ti,-,64,Q8,T,T,7,5,19,8,8,T,T,34328450,33824300,1192474,1277,2491990,,64640808,75212.711,12.17671,,,
131,PG-Strom,F,F,F,48,1080ti,-,64,Q9,T,T,5,6,16,6,6,F,T,37323800,36728850,1405297,1395,5385640,,92831126,114257.554,11.37413,,,
132,PG-Strom,F,F,F,48,1080ti,-,64,Q10,T,F,3,4,16,4,4,F,T,34846460,34148360,992787,1242,3946330,,61842630,127800.792,13.57334,,,
133,PG-Strom,F,F,F,48,1080ti,-,64,Q11,T,T,4,0,8,6,3,F,T,9550930,9242350,331436,454,682151.01,,7976480,11239.427,11.81493,,,
134,PG-Strom,F,F,F,48,1080ti,-,64,Q12,T,F,1,5,7,2,2,T,T,17918140,17960710,272641,1440,1435400,,89790491,96698.519,9.4874,,,
135,PG-Strom,F,F,F,48,1080ti,-,64,Q14,T,F,1,4,6,2,2,T,F,11838530,11933770,156635,1058,828769.48,,80813164,91645.802,9.9484,,,
136,PG-Strom,F,F,F,48,1080ti,-,64,Q15,T,T,1,4,8,2,2,F,T,31399630,31695520,187034,988,2285840,,87377225,97876.949,8.61623,,,
137,PG-Strom,F,F,F,48,1080ti,-,64,Q16,T,T,1,0,8,3,3,F,T,2042010,1997160,68988,185,429328.17,,27259984,30717.662,11.50874,,,
138,PG-Strom,F,F,F,48,1080ti,-,64,Q19,T,F,1,6,10,2,2,F,F,11839580,11857450,2187,1019,3166950,,78662664,86132.056,9.4079,,,
139,PG-Strom,F,F,F,48,1080ti,-,64,Q22,T,T,0,0,4,3,2,F,T,1017540,971925.25,9848,31,109741.47,,30364242,31124.851,7.81292,,,
140,PG-Strom,F,F,F,48,1080ti,-,128,Q1,T,F,0,7,7,1,1,F,T,62830310,61835830,2662658,7875,43887540,,87165378,166451.387,8.07435,,,
141,PG-Strom,F,F,F,48,1080ti,-,128,Q2,T,T,8,0,16,10,5,F,T,,,,,,,,err,,,,
142,PG-Strom,F,F,F,48,1080ti,-,128,Q3,T,F,2,4,10,3,3,F,T,68004240,67099590,2217382,2480,4402240,,174886833,187898.285,9.65738,,,
143,PG-Strom,F,F,F,48,1080ti,-,128,Q4,T,T,0,3,7,2,2,F,T,14232030,14397960,152433,452,267400.63,,248416567,267574.904,7.47791,,,
144,PG-Strom,F,F,F,48,1080ti,-,128,Q6,T,F,0,4,4,1,1,F,F,62495910,61515510,1470640,3939,9552440,,156317625,155761.156,9.02208,,,
145,PG-Strom,F,F,F,48,1080ti,-,128,Q7,T,T,5,5,15,6,5,F,T,36319520,35677050,1180782,2480,5508740,,172246904,214235.29,9.70377,,,
146,PG-Strom,F,F,F,48,1080ti,-,128,Q8,T,T,7,5,19,8,8,T,T,68583970,67682130,2374179,2547,5145500,,195075012,232860.601,10.50441,,,
147,PG-Strom,F,F,F,48,1080ti,-,128,Q9,T,T,5,6,16,6,6,F,T,65088130,64163910,2284191,2302,5923840,,323491295,341184.26,13.12893,,,
148,PG-Strom,F,F,F,48,1080ti,-,128,Q10,T,F,3,4,16,4,4,F,T,68284390,67343190,2051482,2420,3913700,,210670586,222383.927,10.08358,,,
149,PG-Strom,F,F,F,48,1080ti,-,128,Q11,T,T,4,0,8,6,3,F,T,19139640,18703200,671458,899,1223800,,15969053,22069.234,11.36173,,,
150,PG-Strom,F,F,F,48,1080ti,-,128,Q12,T,F,1,5,7,2,2,T,T,35094560,35300550,556769,2873,3036850,,184601712,218596.751,10.05293,,,
151,PG-Strom,F,F,F,48,1080ti,-,128,Q14,T,F,1,4,6,2,2,T,F,63926400,64444530,882784,2019,7988900,,180860436,186009.011,10.40281,,,
152,PG-Strom,F,F,F,48,1080ti,-,128,Q15,T,T,1,4,8,2,2,F,T,,,err,err,,,192192799,171826.671,err,,,
153,PG-Strom,F,F,F,48,1080ti,-,128,Q16,T,T,1,0,8,3,3,F,T,4106850,4032900,134986,368,845864.03,,56270048,62947.226,10.08426,,,
154,PG-Strom,F,F,F,48,1080ti,-,128,Q19,T,F,1,6,10,2,2,F,F,63441190,62673170,2030476,4007,6991270,,97213366,106724.696,9.29809,,,
155,PG-Strom,F,F,F,48,1080ti,-,128,Q22,T,T,0,0,4,3,2,F,T,2028240,1946880,19540,62,228887.76,,66033268,69516.541,7.7826,,,
156,PG-Strom,F,F,F,32,1080ti,-,1,Q1,T,F,0,7,7,1,1,F,T,243808.33,115287.64,22865,69,337253.78,,579822,856.186,7.37568,,,
157,PG-Strom,F,F,F,32,1080ti,-,1,Q2,T,T,8,0,16,10,5,F,T,13271.33,898.112,1361,4,4242.1,,221611,591.118,6.28383,,,
158,PG-Strom,F,F,F,32,1080ti,-,1,Q3,T,F,2,4,10,3,3,F,T,191741.39,150828.37,10176,23,29891.91,,1906791,2276.015,6.82262,,,
159,PG-Strom,F,F,F,32,1080ti,-,1,Q4,T,T,0,3,7,2,2,F,T,88948.63,56143.95,616,6,1475.62,,278574,658.22,6.36207,,,
160,PG-Strom,F,F,F,32,1080ti,-,1,Q5,T,F,5,4,16,6,6,F,T,69629.64,1981.27,9840,11,10113.33,,335457,669.291,7.62358,,,
161,PG-Strom,F,F,F,32,1080ti,-,1,Q6,T,F,0,4,4,1,1,F,F,243758.35,194237.92,19192,37,57844.34,,469505,846.935,6.49063,,,
162,PG-Strom,F,F,F,32,1080ti,-,1,Q7,T,T,5,5,15,6,5,F,T,63055.61,2841.78,7641,10,8040.64,,385846,766.221,7.39489,,,
163,PG-Strom,F,F,F,32,1080ti,-,1,Q8,T,T,7,5,19,8,8,T,T,64041.57,9890.51,5393,7,4974.44,,606437,938.584,5.91212,,,
164,PG-Strom,F,F,F,32,1080ti,-,1,Q9,T,T,5,6,16,6,6,F,T,,,,,,,,-,,,,
165,PG-Strom,F,F,F,32,1080ti,-,1,Q10,T,F,3,4,16,4,4,F,T,,,,,,,,-,,,,
166,PG-Strom,F,F,F,32,1080ti,-,1,Q11,T,T,4,0,8,6,3,F,T,39683.48,24743.76,3886,9,7520.79,,289743,943.814,7.16017,,,
167,PG-Strom,F,F,F,32,1080ti,-,1,Q12,T,F,1,5,7,2,2,T,T,213389.45,165989.23,7851,32,29681.3,,940682,1342.436,8.41512,,,
168,PG-Strom,F,F,F,32,1080ti,-,1,Q13,T,T,1,0,6,2,2,F,T,20998.56,5545.96,2978,6,64745.55,,588780,884.689,6.81124,,,
169,PG-Strom,F,F,F,32,1080ti,-,1,Q14,T,F,1,4,6,2,2,T,F,153443.56,147302.42,4668,26,16932.09,,887748,1283.3,8.99896,,,
170,PG-Strom,F,F,F,32,1080ti,-,1,Q15,T,T,1,4,8,2,2,F,T,258012.06,255796.89,2309,16,8349.36,,503981,955.787,5.60814,,,
171,PG-Strom,F,F,F,32,1080ti,-,1,Q16,T,T,1,0,8,3,3,F,T,9880.29,2663.88,1734,4,5830.9,,647460,936.399,7.81307,,,
172,PG-Strom,F,F,F,32,1080ti,-,1,Q17,T,T,2,3,6,3,2,F,F,215730.53,198182.19,32252,84,110103.48,,1842687,2251.692,10.05848,,,
173,PG-Strom,F,F,F,32,1080ti,-,1,Q18,T,T,2,2,8,4,3,F,T,101208.25,45278.53,6739,22,17110.45,,2691305,3074.861,7.85517,,,
174,PG-Strom,F,F,F,32,1080ti,-,1,Q19,T,F,1,6,10,2,2,F,F,158427.46,146326.71,4244,20,47089.21,,918211,1318.673,7.68223,,,
175,PG-Strom,F,F,F,32,1080ti,-,1,Q20,T,T,2,3,17,5,5,F,T,,,,,,,,err,,,,
176,PG-Strom,F,F,F,32,1080ti,-,1,Q21,T,T,3,4,16,6,4,F,T,215588.31,169756.49,14121,24,38615.79,,1171360,1449.08,7.43539,,,
177,PG-Strom,F,F,F,32,1080ti,-,1,Q22,T,T,0,0,4,3,2,F,T,,,,,,,374638,-,,,,
178,PG-Strom,F,F,F,32,1080ti,-,2,Q1,T,F,0,7,7,1,1,F,T,492990.44,444441.06,38434,129,657676.15,,690702,1581.419,6.84052,,,
179,PG-Strom,F,F,F,32,1080ti,-,2,Q2,T,T,8,0,16,10,5,F,T,88126.44,41769.26,7133,11,13518.25,,410148,837.163,7.09578,,,
180,PG-Strom,F,F,F,32,1080ti,-,2,Q3,T,F,2,4,10,3,3,F,T,330011.98,289789.97,13936,41,48574.89,,3829442,4350.689,7.11372,,,
181,PG-Strom,F,F,F,32,1080ti,-,2,Q4,T,T,0,3,7,2,2,F,T,156310.29,113968.6,1304,10,5182.99,,438881,922.539,5.74245,,,
182,PG-Strom,F,F,F,32,1080ti,-,2,Q5,T,F,5,4,16,6,6,F,T,113333.83,96302.24,9479,16,14100.4,,850875,1276.33,7.76888,,,
183,PG-Strom,F,F,F,32,1080ti,-,2,Q6,T,F,0,4,4,1,1,F,F,491432.59,442531.38,38530,69,108855.82,,777876,1215.989,6.53255,,,
184,PG-Strom,F,F,F,32,1080ti,-,2,Q7,T,T,5,5,15,6,5,F,T,127541.4,20630.4,13537,15,14344.74,,639605,1026.162,6.93234,,,
185,PG-Strom,F,F,F,32,1080ti,-,2,Q8,T,T,7,5,19,8,8,T,T,122615.89,67397,10234,11,10640.41,,1025585,1423.306,6.08074,,,
186,PG-Strom,F,F,F,32,1080ti,-,2,Q9,T,T,5,6,16,6,6,F,T,520874.78,466016.43,33789,34,94224.09,,2293928,2724.929,6.04273,,,
187,PG-Strom,F,F,F,32,1080ti,-,2,Q10,T,F,3,4,16,4,4,F,T,279032.16,282935.97,13598,43,46634.26,,3064724,3547.038,7.57854,,,
188,PG-Strom,F,F,F,32,1080ti,-,2,Q11,T,T,4,0,8,6,3,F,T,112598.13,76746.91,10323,20,14495.35,,395549,968.989,8.29329,,,
189,PG-Strom,F,F,F,32,1080ti,-,2,Q12,T,F,1,5,7,2,2,T,T,345592.26,304878.28,12403,53,43668.29,,1725607,2182.782,8.51888,,,
190,PG-Strom,F,F,F,32,1080ti,-,2,Q13,T,T,1,0,6,2,2,F,T,,,,,,,,,,,,
191,PG-Strom,F,F,F,32,1080ti,-,2,Q14,T,F,1,4,6,2,2,T,F,248557.04,235338.18,6711,41,23907.05,,1612925,2016.96,8.34099,,,
192,PG-Strom,F,F,F,32,1080ti,-,2,Q15,T,T,1,4,8,2,2,F,T,506490.64,507272.98,5991,34,34096.14,,937125,1520.486,7.99001,,,
193,PG-Strom,F,F,F,32,1080ti,-,2,Q16,T,T,1,0,8,3,3,F,T,37120.52,31959.16,2405,8,11090.17,,897343,1194.971,7.43259,,,
194,PG-Strom,F,F,F,32,1080ti,-,2,Q17,T,T,2,3,6,3,2,F,F,382606.45,368456.19,50758,159,242492.17,,3514859,4004.623,8.88984,,,
195,PG-Strom,F,F,F,32,1080ti,-,2,Q18,T,T,2,2,8,4,3,F,T,,,,,,,,-,,,,
196,PG-Strom,F,F,F,32,1080ti,-,2,Q19,T,F,1,6,10,2,2,F,F,245474.23,233694.02,7251,35,106284.69,,1739518,2158.897,7.6079,,,
197,PG-Strom,F,F,F,32,1080ti,-,2,Q20,T,T,2,3,17,5,5,F,T,,,,,,,,err,,,,
198,PG-Strom,F,F,F,32,1080ti,-,2,Q21,T,T,3,4,16,6,4,F,T,361356.91,315318.34,23055,41,80200.24,,2057747,2427.172,7.18395,,,
199,PG-Strom,F,F,F,32,1080ti,-,2,Q22,T,T,0,0,4,3,2,F,T,6120.81,5304.76,90,1,1248.29,,843587,1253.799,5.94481,,,
200,PG-Strom,F,F,F,32,1080ti,-,4,Q1,T,F,0,7,7,1,1,F,T,993838.49,938467.71,71486,251,1301070,,1857281,2512.507,6.86383,,,
201,PG-Strom,F,F,F,32,1080ti,-,4,Q2,T,T,8,0,16,10,5,F,T,272505.85,222717.02,23050,30,53086.43,,816370,1264.431,9.83061,,,
202,PG-Strom,F,F,F,32,1080ti,-,4,Q3,T,F,2,4,10,3,3,F,T,1129870,1095470,75418,82,163447.69,,2248398,2671.663,8.36107,,,
203,PG-Strom,F,F,F,32,1080ti,-,4,Q4,T,T,0,3,7,2,2,F,T,257240.39,234368.95,3125,16,8137.02,,759020,1144.052,5.55895,,,
204,PG-Strom,F,F,F,32,1080ti,-,4,Q5,T,F,5,4,16,6,6,F,T,175493.88,140231.03,12383,23,26393.93,,1543852,1993.43,7.53123,,,
205,PG-Strom,F,F,F,32,1080ti,-,4,Q6,T,F,0,4,4,1,1,F,F,980046.05,943504.31,73450,131,213591.36,,1475488,1988.637,7.29343,,,
206,PG-Strom,F,F,F,32,1080ti,-,4,Q7,T,T,5,5,15,6,5,F,T,430059.44,412028.63,27437,67,95155.97,,4199711,4813.037,7.94259,,,
207,PG-Strom,F,F,F,32,1080ti,-,4,Q8,T,T,7,5,19,8,8,T,T,175349.75,142015.21,9209,23,32548.42,,2279252,2987.011,8.26325,,,
208,PG-Strom,F,F,F,32,1080ti,-,4,Q9,T,T,5,6,16,6,6,F,T,1017510,976451.09,69672,64,159861.69,,4751552,5271.668,6.10783,,,
209,PG-Strom,F,F,F,32,1080ti,-,4,Q10,T,F,3,4,16,4,4,F,T,497771.46,517743.5,23790,81,91517.75,,6133412,6801.8,8.14396,,,
210,PG-Strom,F,F,F,32,1080ti,-,4,Q11,T,T,4,0,8,6,3,F,T,272017.16,189062.73,22080,37,30946.59,,653916,1147.087,8.33403,,,
211,PG-Strom,F,F,F,32,1080ti,-,4,Q12,T,F,1,5,7,2,2,T,T,621787.37,599816.65,18772,96,83077.76,,3584654,4127.67,8.81076,,,
212,PG-Strom,F,F,F,32,1080ti,-,4,Q13,T,T,1,0,6,2,2,F,T,,,,,,,,,,,,
213,PG-Strom,F,F,F,32,1080ti,-,4,Q14,T,F,1,4,6,2,2,T,F,425299.95,416531.93,9834,72,54059.6,,3339130,3879.854,8.47872,,,
214,PG-Strom,F,F,F,32,1080ti,-,4,Q15,T,T,1,4,8,2,2,F,T,995844.41,1028800,10660,65,95143.93,,1852558,2570.841,6.46491,,,
215,PG-Strom,F,F,F,32,1080ti,-,4,Q16,T,T,1,0,8,3,3,F,T,68606.09,63645.35,4548,14,20709.74,,1695037,2004.499,7.19897,,,
216,PG-Strom,F,F,F,32,1080ti,-,4,Q17,T,T,2,3,6,3,2,F,F,723891.9,699686.7,94012,314,483609.17,,7469115,8241.758,9.64749,,,
217,PG-Strom,F,F,F,32,1080ti,-,4,Q19,T,F,1,6,10,2,2,F,F,425959.17,417768.88,9628,66,211477.82,,3615428,4113.173,8.45307,,,
218,PG-Strom,F,F,F,32,1080ti,-,4,Q21,T,T,3,4,16,6,4,F,T,634581.91,597111.58,42843,80,146256.95,,4314667,4777.983,7.1104,,,
219,PG-Strom,F,F,F,32,1080ti,-,4,Q22,T,T,0,0,4,3,2,F,T,34380.64,21449.07,342,3,2218.4,,1694859,2097.696,6.96994,,,
220,PG-Strom,F,F,F,32,1080ti,-,8,Q1,T,F,0,7,7,1,1,F,T,1968960,1960840,180782,499,2462110,,3997766,3987.325,6.63943,,,
221,PG-Strom,F,F,F,32,1080ti,-,8,Q2,T,T,8,0,16,10,5,F,T,587226.51,504919.8,44671,44,89483.08,,1581668,1966.465,10.89595,,,
222,PG-Strom,F,F,F,32,1080ti,-,8,Q3,T,F,2,4,10,3,3,F,T,2193080,2171200,140776,160,212627.72,,4394411,5131.781,8.35304,,,
223,PG-Strom,F,F,F,32,1080ti,-,8,Q4,T,T,0,3,7,2,2,F,T,480324.45,475088.01,12038,30,15697.26,,1438066,1940.688,5.43303,,,
224,PG-Strom,F,F,F,32,1080ti,-,8,Q5,T,F,5,4,16,6,6,F,T,1015380,977703.86,71229,162,501558.53,,11187510,12282.127,20.55966,,,
225,PG-Strom,F,F,F,32,1080ti,-,8,Q6,T,F,0,4,4,1,1,F,F,1951590,1932790,133932,251,427787.29,,2709410,3375.239,6.73683,,,
226,PG-Strom,F,F,F,32,1080ti,-,8,Q7,T,T,5,5,15,6,5,F,T,1191560,1145870,74329,155,263628.45,,6868453,7681.657,8.03481,,,
227,PG-Strom,F,F,F,32,1080ti,-,8,Q8,T,T,7,5,19,8,8,T,T,938520.35,917668.78,59923,160,354396.13,,9654887,10575.403,9.47387,,,
228,PG-Strom,F,F,F,32,1080ti,-,8,Q9,T,T,5,6,16,6,6,F,T,2182830,2158670,157986,156,393859.69,,9596670,10236.611,7.76326,,,
229,PG-Strom,F,F,F,32,1080ti,-,8,Q10,T,F,3,4,16,4,4,F,T,2232610,2221140,136390,155,252474.18,,5403966,5928.404,8.04127,,,
230,PG-Strom,F,F,F,32,1080ti,-,8,Q11,T,T,4,0,8,6,3,F,T,571249.37,484118.05,44261,65,60429.21,,1175122,1730.242,8.99936,,,
231,PG-Strom,F,F,F,32,1080ti,-,8,Q12,T,F,1,5,7,2,2,T,T,1156920,1176820,35547,187,182229.61,,6512190,7386.398,8.4148,,,
232,PG-Strom,F,F,F,32,1080ti,-,8,Q14,T,F,1,4,6,2,2,T,F,781236.58,782419.39,14350,139,98995.61,,6062475,6864.284,8.4988,,,
233,PG-Strom,F,F,F,32,1080ti,-,8,Q15,T,T,1,4,8,2,2,F,T,1953510,2069620,21533,125,202967.24,,3415219,4562.517,7.97607,,,
234,PG-Strom,F,F,F,32,1080ti,-,8,Q16,T,T,1,0,8,3,3,F,T,131364.23,127802.78,8713,25,45841.52,,3379719,3779.45,8.48556,,,
235,PG-Strom,F,F,F,32,1080ti,-,8,Q17,T,T,2,3,6,3,2,F,F,1411940,1389850,183198,624,1007720,,14987948,16132.677,9.62865,,,
236,PG-Strom,F,F,F,32,1080ti,-,8,Q19,T,F,1,6,10,2,2,F,F,780928.7,779999.35,15949,130,405425.18,,6599152,7321.177,8.43361,,,
237,PG-Strom,F,F,F,32,1080ti,-,8,Q21,T,T,3,4,16,6,4,F,T,,,,,,,,err,,,,
238,PG-Strom,F,F,F,32,1080ti,-,8,Q22,T,T,0,0,4,3,2,F,T,95260.65,62049.23,1429,6,4793.98,,3408563,3826.943,6.83225,,,
239,PG-Strom,F,F,F,32,1080ti,-,16,Q1,T,F,0,7,7,1,1,F,T,3952300,3964110,346463,991,5044440,,8920582,7779.777,6.6381,,,
