#	blz	omni	pg
1	264.884	391	3966.45
2	109.822	592289	1491.282
3	98.668	879	4355.452
4	197.386	7570	1451.314
5	101.544	58	11142.604
6	82.888	11	2697.011
7	149.195	100	6840.964
8	97.558	120	9630.634
9	598.164	242	9756.637
10	236.092	598	5499.357
11	0	333	1119.405
12	258.34	33	6519.801
13	1902.737	356626	0
14	64.701	36	6123.708
15	60.729	162	3330.956
16	537.837	11603	3335.249
17	219.118	2487	14836.155
18	335.624	6324	0
19	546.68	128	6655.435
20	160.001	11528	0
21	0	0	0
22	0	0	3518.282
