#	bla1080	bla2080	bla3090	omni1080	omni2080	omni3090	pg1080	pg2080	pg3090	pgcpu
1	43.63	29.06	53.97	9546	1376	70	263.99	356.94	343.08	150.575
2	59.57	33.84	60.48	36106	4925	86	408.29	560.94	531.94	301.155
3	81.63	44.44	85.99	145348	20123	129	766.91	913.06	830.27	578.377
4	139.1	73.55	101.73	577622	82742	258	1381.23	1534.25	1205.75	1347.484
5	NaN	NaN	114.91	2345117	338151	506	2867.84	2882.59	6051.23	2311.879
6	NaN	NaN	NaN	9212164	1512047	1357	8268.89	8342.39	4069.72	4929.465
7	NaN	NaN	NaN	NaN	NaN	4334	15505.27	16498.64	7752.53	8612.645
8	NaN	NaN	NaN	NaN	NaN	NaN	33622.58	32503.47	14598.86	17158.976
