#	bla1080	bla2080	bla3090	omni1080	omni2080	omni3090	pg1080	pg2080	pg3090	pgcpu
1	83.03	46.83	24.93	28	60	12	964.02	1038.03	654.23	529.848
2	169.63	141.88	36.84	31	62	11	1812.76	1946.11	1038.01	1232.599
3	458.15	269.03	59.77	30	60	12	3183.18	3247.22	1717.73	2385.548
4	1565.83	1464.24	79.5	37	67	17	6169.33	6370.22	3164.2	3512.694
5	NaN	NaN	87.82	42	71	16	11879.85	12272.72	6101.47	6137.022
6	NaN	NaN	NaN	528	605	413	38197.43	23680.97	11903.76	24220.83
7	NaN	NaN	NaN	NaN	NaN	1059	82949.69	89142.68	41736.04	37745.697
8	NaN	NaN	NaN	NaN	NaN	NaN	160326.24	168958.42	82713.32	114288.925
