Row_No,DBMS,IM,CF,MG,RAM_Size,Gen,GM,IC,DB_Size,QNo,AGG,SQ,NumJoins,NumFTAtts,NumAllAtts,NumAllTbl,NumDsTbl,CW,OB,HDT,DHT,PF,NumIK,KT,KU,ET,ETN,OV
470,BlazingSQL,T,T,F,64,2080ti,11,-,2,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,572.315,138.687,0,238,13237.08,,31738,441.30871,411.92455
471,BlazingSQL,T,T,F,64,2080ti,11,-,2,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,297.534,93.088,0,162,68456.63,,78588,521.19295,439.79216
472,BlazingSQL,T,T,F,64,2080ti,11,-,2,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,372.414,137.951,0,279,20493.030000000002,,32852,448.62036,413.80078
473,BlazingSQL,T,T,F,64,2080ti,11,-,2,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,,,,,,,,,
474,BlazingSQL,T,T,F,64,2080ti,11,-,2,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,262.75,72.127,0,114,33331.58,,41667,446.54269,402.01771
475,BlazingSQL,T,T,F,64,2080ti,11,-,2,Q13,T,T,1.0,0.0,6.0,2.0,2.0,F,T,108.958,40.416,0,71,156356.69999999998,,167151,579.69705,414.46438
476,BlazingSQL,T,T,F,64,2080ti,11,-,2,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,309.567,75.36,0,72,8463.31,,16530,457.28468,436.74586
477,BlazingSQL,T,T,F,64,2080ti,11,-,2,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,213.63,56.512,0,104,8475.35,,15268,431.68528,412.69129
478,BlazingSQL,T,T,F,64,2080ti,11,-,2,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,419.007,161.183,0,327,44599.04,,55626,468.58588,408.95558
479,BlazingSQL,T,T,F,64,2080ti,11,-,2,Q17,T,T,2.0,3.0,6.0,3.0,2.0,F,F,266.623,40.448,0,41,26945.32,,34941,446.55031,409.20116
480,BlazingSQL,T,T,F,64,2080ti,11,-,2,Q18,T,T,2.0,2.0,8.0,4.0,3.0,F,T,305.663,114.239,0,192,27906.469999999998,,36628,459.89079,417.89791
481,BlazingSQL,T,T,F,64,2080ti,11,-,2,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,602.971,189.216,0,169,74719.98999999999,,85907,535.64458,445.32992
482,BlazingSQL,T,T,F,64,2080ti,11,-,2,Q20,T,T,2.0,3.0,17.0,5.0,5.0,F,T,432.095,153.792,0,248,19986.7,,32165,473.09271,437.89936
483,BlazingSQL,T,T,F,64,2080ti,11,-,2,Q21,T,T,3.0,4.0,16.0,6.0,4.0,F,T,4707.369,945.564,405841,1565,17677645.303,,15202904,18304.353296,427.36922
484,BlazingSQL,T,T,F,64,2080ti,11,-,2,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,,,,,,,,,
485,BlazingSQL,T,T,F,64,2080ti,11,-,4,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,342.399,80.989,0,140,83348.54,,95189,529.34069,427.00792
486,BlazingSQL,T,T,F,64,2080ti,11,-,4,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,422.266,182.848,16,289,17423.420000000002,,35409,459.80521,
487,BlazingSQL,T,T,F,64,2080ti,11,-,4,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,328.574,100.928,10,165,27091.52,,37133,466.92992,427.63737
488,BlazingSQL,T,T,F,64,2080ti,11,-,4,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,237.566,102.08,5,165,60186.65,,72164,498.98638,427.32634
489,BlazingSQL,T,T,F,64,2080ti,11,-,4,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,362.239,100.128,127,167,31830.760000000002,,42763,476.49963,431.55875
490,BlazingSQL,T,T,F,64,2080ti,11,-,4,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,191.488,45.024,0,44,22052.440000000002,,28011,466.43629,435.07632
491,BlazingSQL,T,T,F,64,2080ti,11,-,4,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,530.558,201.76,494,266,57441.130000000005,,68681,537.74304,463.88119
492,BlazingSQL,T,T,F,64,2080ti,11,-,4,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,579.228,147.422,0,238,26894.84,,42419,496.24482,452.20083
493,BlazingSQL,T,T,F,64,2080ti,11,-,4,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,297.63,90.943,274,157,149954.34,,157201,595.21539,432.86496
494,BlazingSQL,T,T,F,64,2080ti,11,-,4,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,375.965,139.711,56,281,52644.46,,57859,530.36518,463.52215
495,BlazingSQL,T,T,F,64,2080ti,11,-,4,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,,,,,,,,,
496,BlazingSQL,T,T,F,64,2080ti,11,-,4,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,263.774,63.231,0,114,66558.87,,74634,504.01639,426.34987
497,BlazingSQL,T,T,F,64,2080ti,11,-,4,Q13,T,T,1.0,0.0,6.0,2.0,2.0,F,T,112.446,42.656,501,71,306753.44,,308653,751.47137,435.68344
498,BlazingSQL,T,T,F,64,2080ti,11,-,4,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,300.895,76.318,6,72,16872.890000000003,,24728,500.26639,472.24666
499,BlazingSQL,T,T,F,64,2080ti,11,-,4,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,212.352,55.936,4,106,16894.11,,23725,485.67296,457.96417
500,BlazingSQL,T,T,F,64,2080ti,11,-,4,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,422.235,169.949,366,326,101318.81,,108020,547.6105,430.91565
501,BlazingSQL,T,T,F,64,2080ti,11,-,4,Q17,T,T,2.0,3.0,6.0,3.0,2.0,F,F,255.903,40.448,0,41,59405.270000000004,,68419,501.24153,431.41303
502,BlazingSQL,T,T,F,64,2080ti,11,-,4,Q18,T,T,2.0,2.0,8.0,4.0,3.0,F,T,313.757,116.064,887,196,96276.37,,75638,568.42119,428.69396
503,BlazingSQL,T,T,F,64,2080ti,11,-,4,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,620.19,190.783,6,169,156951.55,,169117,601.21946,429.15035
504,BlazingSQL,T,T,F,64,2080ti,11,-,4,Q20,T,T,2.0,3.0,17.0,5.0,5.0,F,T,440.029,157.407,19,252,44528.91,,52105,496.66037,437.4685
505,BlazingSQL,T,T,F,64,2080ti,11,-,4,Q21,T,T,3.0,4.0,16.0,6.0,4.0,F,T,4645.925,961.914,1249691,1571,54857606.756000005,,41220400,55729.492543,433.45644
506,BlazingSQL,T,T,F,64,2080ti,11,-,4,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,,,,,,,,,
507,BlazingSQL,T,T,F,64,2080ti,11,-,8,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,344.351,81.887,241,140,155364.07,,171854,594.15733,419.85524
508,BlazingSQL,T,T,F,64,2080ti,11,-,8,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,433.31,187.423,0,291,27992.38,,48394,477.05339,433.5636
509,BlazingSQL,T,T,F,64,2080ti,11,-,8,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,341.087,114.687,195,167,58384.01,,61554,538.10408,466.81527
510,BlazingSQL,T,T,F,64,2080ti,11,-,8,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,239.263,114.271,119,165,123702.02,,130785,572.30864,436.84226
511,BlazingSQL,T,T,F,64,2080ti,11,-,8,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,360.862,108.413,120,166,57397.32,,68299,541.64188,470.91293
512,BlazingSQL,T,T,F,64,2080ti,11,-,8,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,202.944,46.912,223,44,52923.84,,49419,495.88243,433.57316
513,BlazingSQL,T,T,F,64,2080ti,11,-,8,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,517.118,174.912,283,266,115428.31999999999,,121929,595.03369,463.10212
514,BlazingSQL,T,T,F,64,2080ti,11,-,8,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,580.348,147.552,185,238,52885.689999999995,,69237,510.8772,441.89082
515,BlazingSQL,T,T,F,64,2080ti,11,-,8,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,331.39,86.208,263,157,314412.91000000003,,320289,762.40972,435.28452
516,BlazingSQL,T,T,F,64,2080ti,11,-,8,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,379.262,142.207,215,283,98966.26999999999,,106564,572.77639,459.83482
517,BlazingSQL,T,T,F,64,2080ti,11,-,8,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,,,,,,,,,
518,BlazingSQL,T,T,F,64,2080ti,11,-,8,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,268.0,64.96,223,114,140596.31,,139706,592.34869,440.35347
519,BlazingSQL,T,T,F,64,2080ti,11,-,8,Q13,T,T,1.0,0.0,6.0,2.0,2.0,F,T,113.728,42.624,86,71,614171.03,,616029,1058.000494,434.95687
520,BlazingSQL,T,T,F,64,2080ti,11,-,8,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,302.78,81.375,252,72,41798.630000000005,,39738,522.51131,469.06327
521,BlazingSQL,T,T,F,64,2080ti,11,-,8,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,216.352,58.079,215,108,41959.14,,39854,513.04907,460.12057
522,BlazingSQL,T,T,F,64,2080ti,11,-,8,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,432.702,183.325,320,328,248929.37,,254778,710.00644,445.67801
523,BlazingSQL,T,T,F,64,2080ti,11,-,8,Q17,T,T,2.0,3.0,6.0,3.0,2.0,F,F,260.094,41.408,272,41,134124.9,,133590,612.03066,467.21698
524,BlazingSQL,T,T,F,64,2080ti,11,-,8,Q18,T,T,2.0,2.0,8.0,4.0,3.0,F,T,318.912,116,90,195,171611.39,,168651,621.98966,437.25161
525,BlazingSQL,T,T,F,64,2080ti,11,-,8,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,614.491,195.423,181,169,343395.55,,351784,792.83063,434.22753
526,BlazingSQL,T,T,F,64,2080ti,11,-,8,Q20,T,T,2.0,3.0,17.0,5.0,5.0,F,T,448.124,158.207,198,258,94538.89,,96606,566.69714,457.18157
527,BlazingSQL,T,T,F,64,2080ti,11,-,8,Q21,T,T,3.0,4.0,16.0,6.0,4.0,F,T,,,,,,,,,
528,PG-Strom,F,F,F,64,2080ti,11,-,8,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,671511.63,672771.15,28866,503,1467930.0,,3696302,3490.142,5.98035
529,BlazingSQL,T,T,F,64,2080ti,11,-,8,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,,,,,,,,,
530,PG-Strom,F,F,F,48,1080ti,11,-,1,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,256409.36,119019,27752,69,349858.75,,692650,932.783,7.92201
531,PG-Strom,F,F,F,48,1080ti,11,-,1,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,29128.0,1387.55,3194,5,4707.39,,263990,647.687,6.65967
532,PG-Strom,F,F,F,48,1080ti,11,-,1,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,193630.63,154623.52000000002,9376,23,26867.280000000002,,1875320,2348.279,6.84828
533,PG-Strom,F,F,F,48,1080ti,11,-,1,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,88181.79000000001,57439.31,785,6,1543.5700000000002,,330200,703.732,6.07497
534,PG-Strom,F,F,F,48,1080ti,11,-,1,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,70551.06000000001,1880.18,9341,11,6883.92,,348900,708.663,7.64308
535,PG-Strom,F,F,F,48,1080ti,11,-,1,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,254171.97,212921.25999999998,17755,39,57437.91,,503940,963.648,6.79644
536,PG-Strom,F,F,F,48,1080ti,11,-,1,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,64760.22,2934.6800000000003,7589,10,7814.36,,428790,784.825,8.79406
537,PG-Strom,F,F,F,48,1080ti,11,-,1,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,60035.77,9939.859999999999,5758,7,5535.389999999999,,553710,953.468,6.19763
538,PG-Strom,F,F,F,48,1080ti,11,-,1,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,,,,,,,1595020,-,
539,PG-Strom,F,F,F,48,1080ti,11,-,1,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,,,,,,,1691020,-,
540,PG-Strom,F,F,F,48,1080ti,11,-,1,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,28446.359999999997,13044.75,2111,8,6919.95,,315800,905.157,7.99014
541,PG-Strom,F,F,F,48,1080ti,11,-,1,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,247701.87999999998,150184.25,8999,32,22571.739999999998,,964020,1374.62,8.46497
542,PG-Strom,F,F,F,48,1080ti,11,-,1,Q13,T,T,1.0,0.0,6.0,2.0,2.0,F,T,24707.96,19007.829999999998,2848,6,73445.68,,717734,1093.166,7.24517
543,PG-Strom,F,F,F,48,1080ti,11,-,1,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,157909.91,148511.11000000002,5541,26,13264.24,,911380,1271.028,9.22595
544,PG-Strom,F,F,F,48,1080ti,11,-,1,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,288036.81999999995,271752.04000000004,2908,17,8422.68,,592230,941.042,5.89965
545,PG-Strom,F,F,F,48,1080ti,11,-,1,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,10485.6,2459.8399999999997,1950,4,5080.129999999999,,708070,904.566,7.73685
546,PG-Strom,F,F,F,48,1080ti,11,-,1,Q17,T,T,2.0,3.0,6.0,3.0,2.0,F,F,215142.64,200673.62,30299,84,110021.73000000001,,1867430,2178.353,9.43739
547,PG-Strom,F,F,F,48,1080ti,11,-,1,Q18,T,T,2.0,2.0,8.0,4.0,3.0,F,T,100381.91,95842.47,6363,22,15047.41,,2705810,3397.448,8.23605
548,PG-Strom,F,F,F,48,1080ti,11,-,1,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,157430.91,150014.16,3671,20,47133.88,,946620,1294.909,8.43606
549,PG-Strom,F,F,F,48,1080ti,11,-,1,Q20,T,T,2.0,3.0,17.0,5.0,5.0,F,T,,,,,,,,err,
550,PG-Strom,F,F,F,48,1080ti,11,-,1,Q21,T,T,3.0,4.0,16.0,6.0,4.0,F,T,214575.97999999998,169858.84999999998,16336,24,34186.369999999995,,1149620,1437.177,7.5011
551,PG-Strom,F,F,F,48,1080ti,11,-,1,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,,,,,,,349890,-,
552,PG-Strom,F,F,F,48,1080ti,11,-,2,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,505124.6,469136.64,44679,129,650733.38,,1092424,1543.638,6.84884
553,PG-Strom,F,F,F,48,1080ti,11,-,2,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,95948.47,46195.030000000006,5298,9,19173.030000000002,,418391,887.798,7.75231
554,PG-Strom,F,F,F,48,1080ti,11,-,2,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,330858.72000000003,292788.93,15459,41,47666.88,,3872026,4333.335,7.05677
555,PG-Strom,F,F,F,48,1080ti,11,-,2,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,157189.33000000002,117875.34,1420,10,3178.4900000000002,,446761,878.581,5.95088
556,PG-Strom,F,F,F,48,1080ti,11,-,2,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,114333.82,91382.28,10206,16,14403.449999999999,,903243,1248.531,7.95826
557,PG-Strom,F,F,F,48,1080ti,11,-,2,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,497525.29,466569.81,33789,69,111730.25,,816674,1270.231,6.40629
558,PG-Strom,F,F,F,48,1080ti,11,-,2,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,130938.14,20731.13,13580,15,14759.22,,648366,1027.522,7.09396
559,PG-Strom,F,F,F,48,1080ti,11,-,2,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,124580.59,66996.61,9585,11,9707.710000000001,,1098516,1446.275,5.9783
560,PG-Strom,F,F,F,48,1080ti,11,-,2,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,520783.59,493836.11000000004,34521,34,99606.03,,2485207,2773.429,6.25752
561,PG-Strom,F,F,F,48,1080ti,11,-,2,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,277047.81000000006,283130.41,12875,43,46622.85,,3082184,3627.501,8.14331
562,PG-Strom,F,F,F,48,1080ti,11,-,2,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,113844.48000000001,74293.81,10306,20,13174.4,,399070,990.858,8.24217
563,PG-Strom,F,F,F,48,1080ti,11,-,2,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,347463.08,311514.34,11044,53,50430.689999999995,,1752743,2186.554,8.35
564,PG-Strom,F,F,F,48,1080ti,11,-,2,Q13,T,T,1.0,0.0,6.0,2.0,2.0,F,T,,,,,,,,-,
565,PG-Strom,F,F,F,48,1080ti,11,-,2,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,240695.36,234379.38,6294,41,25184.62,,1622841,2066.866,9.93175
566,PG-Strom,F,F,F,48,1080ti,11,-,2,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,529702.6499999999,512337.39,5773,35,19277.920000000002,,975643,1626.101,9.36889
567,PG-Strom,F,F,F,48,1080ti,11,-,2,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,37180.29,31909.09,2347,8,10018.06,,896385,1151.819,6.9786
568,PG-Strom,F,F,F,48,1080ti,11,-,2,Q17,T,T,2.0,3.0,6.0,3.0,2.0,F,F,377755.4,362364.66000000003,51663,159,243203.61,,3557763,4008.031,9.46575
569,PG-Strom,F,F,F,48,1080ti,11,-,2,Q18,T,T,2.0,2.0,8.0,4.0,3.0,F,T,,,,,,,,,
570,PG-Strom,F,F,F,48,1080ti,11,-,2,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,245677.67,236959.87,4938,35,106063.47,,1751388,2183.057,8.47109
571,PG-Strom,F,F,F,48,1080ti,11,-,2,Q20,T,T,2.0,3.0,17.0,5.0,5.0,F,T,,,,,,,,err,
572,PG-Strom,F,F,F,48,1080ti,11,-,2,Q21,T,T,3.0,4.0,16.0,6.0,4.0,F,T,361309.35,314405.46,21838,42,73596.34,,2069358.0000000002,2488.22,8.20149
573,PG-Strom,F,F,F,48,1080ti,11,-,2,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,6201.150000000001,5387.6,87,1,1196.1599999999999,,846681,1278.241,6.05336
574,PG-Strom,F,F,F,48,1080ti,11,-,4,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,1006640.0,989344.35,73898,255,1306640.0,,1989211,2643.569,6.74665
575,PG-Strom,F,F,F,48,1080ti,11,-,4,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,262632.78,230970.40999999997,21838,30,47045.77,,840212,1245.091,10.57317
576,PG-Strom,F,F,F,48,1080ti,11,-,4,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,1153930.0,1174980,74583,82,163551.8,,2380892,2776.569,8.26393
577,PG-Strom,F,F,F,48,1080ti,11,-,4,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,258718.66999999998,243207.97,3355,16,8429.85,,833479,1205.658,6.47212
578,PG-Strom,F,F,F,48,1080ti,11,-,4,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,173491.71000000002,142203.57,12019,23,28798.32,,1636336,1976.841,8.41742
579,PG-Strom,F,F,F,48,1080ti,11,-,4,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,994690.11,982201.99,65239,129,219460.08000000002,,1666213,2093.978,6.32923
580,PG-Strom,F,F,F,48,1080ti,11,-,4,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,432741.42,408900.37,26805,67,87778.53,,4188113.0000000005,4788.539,7.10267
581,PG-Strom,F,F,F,48,1080ti,11,-,4,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,176826.75,140872.62000000002,9715,23,33802.38,,2401844,2811.412,8.211
582,PG-Strom,F,F,F,48,1080ti,11,-,4,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,1033770.0,1033500,69294,64,155016.03,,4906714,5428.448,6.06425
583,PG-Strom,F,F,F,48,1080ti,11,-,4,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,492248.32,516617.42000000004,23048,81,86683.92,,6281022,6879.66,7.84438
584,PG-Strom,F,F,F,48,1080ti,11,-,4,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,272158.32999999996,192372.96,22054,37,29449.89,,723153,1195.87,8.00961
585,PG-Strom,F,F,F,48,1080ti,11,-,4,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,617246.0,611423.1,18890,96,82687.6,,3635804,4159.796,8.17332
586,PG-Strom,F,F,F,48,1080ti,11,-,4,Q13,T,T,1.0,0.0,6.0,2.0,2.0,F,T,,,,,,,,-,
587,PG-Strom,F,F,F,48,1080ti,11,-,4,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,428446.12,418536.12,13990,72,56522.99,,3390210,3985.339,8.23246
588,PG-Strom,F,F,F,48,1080ti,11,-,4,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,1022230.0,1037349.9999999999,11080,65,104756.59,,1914490,2624.04,7.36306
589,PG-Strom,F,F,F,48,1080ti,11,-,4,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,68522.26000000001,63602.020000000004,4760,14,20391.92,,1700317,2011.851,7.11168
590,PG-Strom,F,F,F,48,1080ti,11,-,4,Q17,T,T,2.0,3.0,6.0,3.0,2.0,F,F,724843.51,704237.99,94602,314,486513.66000000003,,7461253,8228.799,9.01294
591,PG-Strom,F,F,F,48,1080ti,11,-,4,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,423912.84,420761.51,10008,66,216795.84,,3655065,4145.819,8.11482
592,PG-Strom,F,F,F,48,1080ti,11,-,4,Q20,T,T,2.0,3.0,17.0,5.0,5.0,F,T,,,,,,,,,
593,PG-Strom,F,F,F,48,1080ti,11,-,4,Q21,T,T,3.0,4.0,16.0,6.0,4.0,F,T,641024.49,598869.1599999999,40477,80,143163.58,,4321109,4842.859,7.11227
594,PG-Strom,F,F,F,48,1080ti,11,-,4,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,34708.03999999999,21828.440000000002,324,3,1975.64,,1673079,2076.83,6.25929
595,PG-Strom,F,F,F,48,1080ti,11,-,8,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,1987090.0,2045780,175885,499,2482620.0,,3752363,4243.191,9.04293
596,PG-Strom,F,F,F,48,1080ti,11,-,8,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,577779.45,511087.76999999996,43484,44,90842.25,,1493911,1959.1,10.73004
597,PG-Strom,F,F,F,48,1080ti,11,-,8,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,2236250.0,2319320,143161,160,216907.84,,4615561,5107.308,8.14231
598,PG-Strom,F,F,F,48,1080ti,11,-,8,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,499378.04,481512.27999999997,9528,31,13661.35,,1464685,2044.942,6.22743
599,PG-Strom,F,F,F,48,1080ti,11,-,8,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,1010340.0,973903.9400000001,70649,162,492727.96,,11296787,12246.327,9.63785
600,PG-Strom,F,F,F,48,1080ti,11,-,8,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,1987480.0,2040770,131941,253,452352.64999999997,,2917427,3616.002,6.38867
601,PG-Strom,F,F,F,48,1080ti,11,-,8,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,1186510.0,1178090,77526,155,239415.53999999998,,6975711,7738.661,7.35241
602,PG-Strom,F,F,F,48,1080ti,11,-,8,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,951611.12,921990.63,57264,160,347212.99,,9705449,10736.228,20.17559
603,PG-Strom,F,F,F,48,1080ti,11,-,8,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,2220640.0,2281130,156459,156,400096.07,,9850782,10521.387,7.76507
604,PG-Strom,F,F,F,48,1080ti,11,-,8,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,2292120.0,2345880,138770,154,219611.25,,5551778,6042.963,7.38247
605,PG-Strom,F,F,F,48,1080ti,11,-,8,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,582088.0499999999,507624.31,44166,65,61138.86,,1179053,1696.149,8.50271
606,PG-Strom,F,F,F,48,1080ti,11,-,8,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,1170160.0,1208550,36937,187,184729.33000000002,,6639183,7494.472,8.32352
607,PG-Strom,F,F,F,48,1080ti,11,-,8,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,781796.39,784715.33,15634,139,92592.56999999999,,6092974,6948.787,9.30753
608,PG-Strom,F,F,F,48,1080ti,11,-,8,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,2059770.0,2112500,22658,127,217427.19,,3565746,4471.643,7.39054
609,PG-Strom,F,F,F,48,1080ti,11,-,8,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,131119.52,127845.48,8750,25,44751.79,,3319134,3656.454,7.15055
610,PG-Strom,F,F,F,48,1080ti,11,-,8,Q17,T,T,2.0,3.0,6.0,3.0,2.0,F,F,1404260.0,1373920,178932,624,961052.7899999999,,14854317,15967.678,9.36894
611,PG-Strom,F,F,F,48,1080ti,11,-,8,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,780309.85,784840.0900000001,16121,130,423308.64,,6712481,7447.185,8.04698
612,PG-Strom,F,F,F,48,1080ti,11,-,8,Q21,T,T,3.0,4.0,16.0,6.0,4.0,F,T,,,,,,,,err,
613,PG-Strom,F,F,F,48,1080ti,11,-,8,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,96735.22,63734.4,1490,6,4871.679999999999,,3409565,3798.338,6.57289
614,PG-Strom,F,F,F,48,1080ti,11,-,16,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,7884630.0,7675710,355764,993,5768480.0,,7479507,9723.311,7.30323
615,PG-Strom,F,F,F,48,1080ti,11,-,16,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,795507.84,675136.22,31115,60,201927.75,,8500669,9324.665,9.08407
616,PG-Strom,F,F,F,48,1080ti,11,-,16,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,8617240.0,8425300,283893,314,568446.34,,8714880,12514.44,9.47625
617,PG-Strom,F,F,F,48,1080ti,11,-,16,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,1843890.0,1790750,27122,58,134521.94,,2665083,4262.242,6.595
618,PG-Strom,F,F,F,48,1080ti,11,-,16,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,,,,,,,,-,
