Row_No,DBMS,IM,CF,MG,RAM_Size,Gen,GM,IC,DB_Size,QNo,AGG,SQ,NumJoins,NumFTAtts,NumAllAtts,NumAllTbl,NumDsTbl,CW,OB,HDT,DHT,PF,NumIK,KT,KU,ET,ETN,OV
1578,OmniSci,T,T,F,48,2080ti,11,-,4,Q17,T,T,2.0,3.0,6.0,3.0,2.0,F,F,84657.89,7.8466,,11,62984.87,0.4,1264000,2330,
1579,OmniSci,T,T,F,48,2080ti,11,-,4,Q18,T,T,2.0,2.0,8.0,4.0,3.0,F,T,124691.47,85147.07,,17,31867.75,0.2,4954000,6311,
1580,OmniSci,T,T,F,48,2080ti,11,-,4,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,146922.44,137.439,,3,25025.010000000002,0.2,52000,1141,
1581,OmniSci,T,T,F,48,2080ti,11,-,4,Q20,T,T,2.0,3.0,17.0,5.0,5.0,F,T,105366.28,24.50847,,23,116900.74,0.7,6064000,7817,
1582,OmniSci,T,T,F,48,2080ti,11,-,4,Q21,T,T,3.0,4.0,16.0,6.0,4.0,F,T,,-,-,-,,-,,-,-
1583,OmniSci,T,T,F,48,2080ti,11,-,4,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,,-,-,-,,-,,-,-
1584,OmniSci,T,T,F,48,1080ti,11,-,8,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,425236.33,19.745,,2,435767.81,7.4,411000,2809,17.81979
1585,OmniSci,T,T,F,48,1080ti,11,-,8,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,27824.04,14279.97,,39,583905940.0,98.8,577622000,586623,10.10621
1586,OmniSci,T,T,F,48,1080ti,11,-,8,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,236229.53,1041.3,,12,94304.23999999999,1.6,895000,2527,11.97479
1587,OmniSci,T,T,F,48,1080ti,11,-,8,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,156991.03,180323.37,,69,19153.75,0.2,7598000,9237,12.10662
1588,OmniSci,T,T,F,48,1080ti,11,-,8,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,218532.80000000002,77.442,,67,27131.83,0.5,69000,1400,8.31651
1589,OmniSci,T,T,F,48,1080ti,11,-,8,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,201877.13999999998,88.739,,1,3580.05,0.1,16000,1141,3.69404
1590,OmniSci,T,T,F,48,1080ti,11,-,8,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,240693.19999999998,42.113,,12,91483.95999999999,1.6,111000,1404,8.62678
1591,OmniSci,T,T,F,48,1080ti,11,-,8,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,252196.15,120.482,,85,80012.72,1.4,129000,1639,9.00949
1592,OmniSci,T,T,F,48,1080ti,11,-,8,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,324891.73,23.872,,12,229345.52,3.9,247000,1992,8.28775
1593,OmniSci,T,T,F,48,1080ti,11,-,8,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,219891.11,4942.87,,16,285686.8,4.9,608000,2450,8.62585
1594,OmniSci,T,T,F,48,1080ti,11,-,8,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,24774.62,5679.62,,22,2054.35,0,337000,1460,9.39048
1595,OmniSci,T,T,F,48,1080ti,11,-,8,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,178976.13,43.328,,59,7736.32,0.1,37000,1242,8.52593
1596,OmniSci,T,T,F,48,1080ti,11,-,8,Q13,T,T,1.0,0.0,6.0,2.0,2.0,F,T,25431.69,4480.54,,59,350721760.0,97.4,351501000,353922,11.07454
1597,OmniSci,T,T,F,48,1080ti,11,-,8,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,196228.24,179.745,,5,22054.92,0.4,40000,1232,8.58517
1598,OmniSci,T,T,F,48,1080ti,11,-,8,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,162487.88999999998,320.772,,12,8117.860000000001,0.1,175000,1073,8.97815
1599,OmniSci,T,T,F,48,1080ti,11,-,8,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,13099.23,421836.61,,7,13780.33,0.1,11643000,12799,8.67377
1600,OmniSci,T,T,F,48,1080ti,11,-,8,Q17,T,T,2.0,3.0,6.0,3.0,2.0,F,F,171682.05000000002,14967.94,,11,216720.16999999998,3.7,2467000,3778,8.9972
1601,OmniSci,T,T,F,48,1080ti,11,-,8,Q18,T,T,2.0,2.0,8.0,4.0,3.0,F,T,181580.55,88996.2,,19,123606.75,1,6329000,8050,9.16111
1602,OmniSci,T,T,F,48,1080ti,11,-,8,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,294034.13999999996,89.763,,3,110362.23,1.9,128000,1547,8.34923
1603,OmniSci,T,T,F,48,1080ti,11,-,8,Q20,T,T,2.0,3.0,17.0,5.0,5.0,F,T,176723.61000000002,49864.21,,23,272088.43,1.5,11658000,13666,9.83759
1604,OmniSci,T,T,F,48,1080ti,11,-,8,Q21,T,T,3.0,4.0,16.0,6.0,4.0,F,T,,,,,,,,,
1605,OmniSci,T,T,F,48,1080ti,11,-,8,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,,,,,,,,,
1606,OmniSci,T,T,F,48,2080ti,11,-,8,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,407133.87,44.896,,2,402681.18,2.7,185000,2751,11.56541
1607,OmniSci,T,T,F,48,2080ti,11,-,8,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,28925.91,10643.62,,39,79074380.0,75.4,82742000,81736,28.12132
1608,OmniSci,T,T,F,48,2080ti,11,-,8,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,208564.88999999998,996.702,,12,84477.97,0.6,903000,2509,13.46792
1609,OmniSci,T,T,F,48,2080ti,11,-,8,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,171364.88,172247.07,,149,14870.36,0.1,7672000,9387,14.81233
1610,OmniSci,T,T,F,48,2080ti,11,-,8,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,203437.34,215.935,,147,19398.76,0.2,102000,1450,10.22835
1611,OmniSci,T,T,F,48,2080ti,11,-,8,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,227095.48,577.182,,1,2672.82,0,18000,1139,4.14
1612,OmniSci,T,T,F,48,2080ti,11,-,8,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,203241.49,69.055,,12,74280.49,0.8,107000,1367,10.41119
1613,OmniSci,T,T,F,48,2080ti,11,-,8,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,224988.66,303.743,,165,45978.71,0.5,130000,1671,11.00283
1614,OmniSci,T,T,F,48,2080ti,11,-,8,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,327706.07999999996,51.296,,12,153809.69999999998,1.7,175000,1998,10.20324
1615,OmniSci,T,T,F,48,2080ti,11,-,8,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,224258.73,5.03426,,16,248398.41,2.1,565000,2537,10.38643
1616,OmniSci,T,T,F,48,2080ti,11,-,8,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,25266.300000000003,6337.42,,22,1916.0600000000002,0,348000,1548,11.89741
1617,OmniSci,T,T,F,48,2080ti,11,-,8,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,180038.93,101.664,,139,6809.610000000001,0.1,67000,1334,10.5539
1618,OmniSci,T,T,F,48,2080ti,11,-,8,Q13,T,T,1.0,0.0,6.0,2.0,2.0,F,T,25472.39,4282.54,,139,99090660.0,80.6,101957000,102451,16.5201
1619,OmniSci,T,T,F,48,2080ti,11,-,8,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,195634.61000000002,996.348,,5,10928.08,0.1,33000,1291,10.74717
1620,OmniSci,T,T,F,48,2080ti,11,-,8,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,162990.7,590.941,,12,6454.37,0.1,185000,1206,11.4832
1621,OmniSci,T,T,F,48,2080ti,11,-,8,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,13452.56,393414.74,,7,12089.26,0.1,11627000,12834,26.11251
1622,OmniSci,T,T,F,48,2080ti,11,-,8,Q17,T,T,2.0,3.0,6.0,3.0,2.0,F,F,171337.52000000002,15206.92,,11,147565.29,0.8,2420000,3780,11.34619
1623,OmniSci,T,T,F,48,2080ti,11,-,8,Q18,T,T,2.0,2.0,8.0,4.0,3.0,F,T,207641.72,88597.89,,19,116226.92000000001,0.7,6352000,8069,11.75488
1624,OmniSci,T,T,F,48,2080ti,11,-,8,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,294376.25,433.533,,3,61138.99,0.7,79000,1551,10.31589
1625,OmniSci,T,T,F,48,2080ti,11,-,8,Q20,T,T,2.0,3.0,17.0,5.0,5.0,F,T,210965.62,48803.44,,23,225643.11000000002,0.8,11547000,13904,12.32521
1626,OmniSci,T,T,F,48,2080ti,11,-,8,Q21,T,T,3.0,4.0,16.0,6.0,4.0,F,T,,,,,,,,-,-
1627,OmniSci,T,T,F,48,2080ti,11,-,8,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,,,,,,,,-,-
1628,OmniSci,T,T,F,32,1080ti,11,-,1,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,24258.31,19.425,,2,33061.32,0.6,62000,826,8.49563
1629,OmniSci,T,T,F,32,1080ti,11,-,1,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,2191.31,1096.4,,39,8944867.0,50.1,8873000,9625,10.40634
1630,OmniSci,T,T,F,32,1080ti,11,-,1,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,15930.210000000001,158.98,,12,11509.6,0.2,115000,311,8.8176
1631,OmniSci,T,T,F,32,1080ti,11,-,1,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,15052.92,15101.43,,69,2671.3900000000003,0,1030000,1477,16.23184
1632,OmniSci,T,T,F,32,1080ti,11,-,1,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,15280.77,77.281,,67,2868.48,0,39000,124,8.11752
1633,OmniSci,T,T,F,32,1080ti,11,-,1,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,15859.019999999999,54.017,,1,587.598,0,12000,80,7.32726
1634,OmniSci,T,T,F,32,1080ti,11,-,1,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,16840.64,42.177,,12,10596.39,0.1,31000,115,8.04821
1635,OmniSci,T,T,F,32,1080ti,11,-,1,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,17614.190000000002,119.713,,85,5802.23,0.1,48000,270,8.45033
1636,OmniSci,T,T,F,32,1080ti,11,-,1,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,22719.39,24.352,,12,23537.57,0.2,43000,164,7.93422
1637,OmniSci,T,T,F,32,1080ti,11,-,1,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,15713.97,372.418,,16,36025.54,0.4,98000,364,8.33112
1638,OmniSci,T,T,F,32,1080ti,11,-,1,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,1858.86,480.228,,68,1033.0600000000002,0,79000,437,12.72146
1639,OmniSci,T,T,F,32,1080ti,11,-,1,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,12201.67,43.2,,59,1189.9599999999998,0,29000,110,8.05835
1640,OmniSci,T,T,F,32,1080ti,11,-,1,Q13,T,T,1.0,0.0,6.0,2.0,2.0,F,T,1871.95,518.468,,59,5383600.0,45.4,5439000,5821,11.88737
1641,OmniSci,T,T,F,32,1080ti,11,-,1,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,13990.3,106.658,,5,982.793,0,17000,161,8.19272
1642,OmniSci,T,T,F,32,1080ti,11,-,1,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,14082.22,1633.298,,122,1753.6799999999998,0,226000,599,8.81659
1643,OmniSci,T,T,F,32,1080ti,11,-,1,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,1992.5,35972.77,,7,1882.13,0,1725000,1927,7.87942
1644,OmniSci,T,T,F,32,1080ti,11,-,1,Q17,T,T,2.0,3.0,6.0,3.0,2.0,F,F,12193.24,1679.15,,11,12115.93,0.2,327000,580,8.47212
1645,OmniSci,T,T,F,32,1080ti,11,-,1,Q18,T,T,2.0,2.0,8.0,4.0,3.0,F,T,19687.59,14748.91,,17,8590.87,0.1,1283000,4649,8.50034
1646,OmniSci,T,T,F,32,1080ti,11,-,1,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,20700.109999999997,53.793,,3,7601.26,0.1,24000,138,8.00109
1647,OmniSci,T,T,F,32,1080ti,11,-,1,Q20,T,T,2.0,3.0,17.0,5.0,5.0,F,T,15456.82,4085.89,,23,33737.51,0.3,1651000,2265,9.72027
1648,OmniSci,T,T,F,32,1080ti,11,-,1,Q21,T,T,3.0,4.0,16.0,6.0,4.0,F,T,,,,,,x,,,
1649,OmniSci,T,T,F,32,1080ti,11,-,1,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,,,,,,x,,,
1650,OmniSci,T,T,F,32,1080ti,11,-,2,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,86077.8,20.16,,2,65918.89,0.6,77000,293,11.0612
1651,OmniSci,T,T,F,32,1080ti,11,-,2,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,4163.56,1461.42,,39,35821470.0,79.8,35811000,35030,9.52961
1652,OmniSci,T,T,F,32,1080ti,11,-,2,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,33187.68,205.346,,12,23200.64,0.2,211000,387,8.87264
1653,OmniSci,T,T,F,32,1080ti,11,-,2,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,35570.630000000005,27419.42,,69,5030.719999999999,0.1,1968000,2357,10.85725
1654,OmniSci,T,T,F,32,1080ti,11,-,2,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,31063.43,77.826,,67,6006.99,0.1,37000,116,7.91427
1655,OmniSci,T,T,F,32,1080ti,11,-,2,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,31886.25,54.272,,1,996.684,0,8000,76,3.46681
1656,OmniSci,T,T,F,32,1080ti,11,-,2,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,34915.799999999996,42.433,,12,21049.68,0.2,35000,141,7.84903
1657,OmniSci,T,T,F,32,1080ti,11,-,2,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,35669.91,121.76,,85,13918.939999999999,0.2,54000,276,8.35532
1658,OmniSci,T,T,F,32,1080ti,11,-,2,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,46216.49,26.641,,12,50414.009999999995,0.6,66000,208,8.32008
1659,OmniSci,T,T,F,32,1080ti,11,-,2,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,31048.469999999998,1038.86,,16,72720.67,0.8,166000,441,8.02261
1660,OmniSci,T,T,F,32,1080ti,11,-,2,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,4395.47,2331.93,,30,906.476,0,111000,437,9.28209
1661,OmniSci,T,T,F,32,1080ti,11,-,2,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,24933.16,42.913,,59,2072.4,0,29000,110,8.09584
1662,OmniSci,T,T,F,32,1080ti,11,-,2,Q13,T,T,1.0,0.0,6.0,2.0,2.0,F,T,3608.3599999999997,1073.51,,59,21776520.0,72.9,22083000,22556,7.87349
1663,OmniSci,T,T,F,32,1080ti,11,-,2,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,27790.690000000002,109.921,,5,3027.72,0.1,16000,146,8.3276
1664,OmniSci,T,T,F,32,1080ti,11,-,2,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,27591.010000000002,216.353,,12,2172.7,0,200000,526,8.86507
1665,OmniSci,T,T,F,32,1080ti,11,-,2,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,2823.52,71327.95,,7,3575.34,0,3426000,3631,8.2809
1666,OmniSci,T,T,F,32,1080ti,11,-,2,Q17,T,T,2.0,3.0,6.0,3.0,2.0,F,F,24938.649999999998,2455.91,,11,40507.55,0.5,631000,942,8.5414
1667,OmniSci,T,T,F,32,1080ti,11,-,2,Q18,T,T,2.0,2.0,8.0,4.0,3.0,F,T,37970.2,27058.03,,17,17087.920000000002,0.2,2501000,2874,8.30705
1668,OmniSci,T,T,F,32,1080ti,11,-,2,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,42138.66,55.586,,3,21092.64,0.2,38000,124,8.08129
1669,OmniSci,T,T,F,32,1080ti,11,-,2,Q20,T,T,2.0,3.0,17.0,5.0,5.0,F,T,30337.29,8009.51,,23,67760.08,0.6,3028000,3684,9.63395
1670,OmniSci,T,T,F,32,1080ti,11,-,2,Q21,T,T,3.0,4.0,16.0,6.0,4.0,F,T,,,,,,x,,,
1671,OmniSci,T,T,F,32,1080ti,11,-,2,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,,,,,,x,,,
1672,OmniSci,T,T,F,32,1080ti,11,-,4,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,189123.79,19.264,,2,234785.75,1.3,201000,530,12.50283
1673,OmniSci,T,T,F,32,1080ti,11,-,4,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,7655.1900000000005,3321.79,,39,140882060.0,94,145638000,147745,9.45842
1674,OmniSci,T,T,F,32,1080ti,11,-,4,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,73955.48999999999,314.372,,12,47318.170000000006,0.8,427000,628,9.81598
1675,OmniSci,T,T,F,32,1080ti,11,-,4,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,63028.869999999995,56244.46,,69,9702.98,0.1,3848000,4299,10.62696
1676,OmniSci,T,T,F,32,1080ti,11,-,4,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,64481.399999999994,77.729,,67,12452.17,0.2,43000,130,8.04755
1677,OmniSci,T,T,F,32,1080ti,11,-,4,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,63728.05,54.272,,1,1817.8799999999999,0,9000,70,3.50779
1678,OmniSci,T,T,F,32,1080ti,11,-,4,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,69259.19,42.432,,12,43568.55,0.7,55000,129,10.8265
1679,OmniSci,T,T,F,32,1080ti,11,-,4,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,76245.81000000001,122.179,,85,33393.75,0.6,72000,315,8.58486
1680,OmniSci,T,T,F,32,1080ti,11,-,4,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,91047.02,24.224,,12,108124.68,1.8,121000,317,8.01306
1681,OmniSci,T,T,F,32,1080ti,11,-,4,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,63358.74,1784.31,,16,144805.08000000002,1.6,311000,740,8.08358
1682,OmniSci,T,T,F,32,1080ti,11,-,4,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,7529.6,2942.82,,22,1205.84,0,189000,507,8.95917
1683,OmniSci,T,T,F,32,1080ti,11,-,4,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,51117.780000000006,43.137,,59,3917.94,0.1,29000,122,7.99078
1684,OmniSci,T,T,F,32,1080ti,11,-,4,Q13,T,T,1.0,0.0,6.0,2.0,2.0,F,T,7364.19,1856.54,,59,87674480.0,88.7,88394000,87767,8.81195
1685,OmniSci,T,T,F,32,1080ti,11,-,4,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,54823.46,109.73,,5,8315.4,0.1,22000,155,8.18426
1686,OmniSci,T,T,F,32,1080ti,11,-,4,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,54695.07,239.939,,12,3924.5899999999997,0.1,111000,463,8.79278
1687,OmniSci,T,T,F,32,1080ti,11,-,4,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,4597.34,131.04931,,7,7015.29,0.1,6335000,6549,8.27396
1688,OmniSci,T,T,F,32,1080ti,11,-,4,Q17,T,T,2.0,3.0,6.0,3.0,2.0,F,F,48832.93,5.19693,,11,95534.7,1.1,1237000,1540,8.46416
1689,OmniSci,T,T,F,32,1080ti,11,-,4,Q18,T,T,2.0,2.0,8.0,4.0,3.0,F,T,85743.75,54173.35,,17,34537.16,0.3,4856000,5243,8.06473
1690,OmniSci,T,T,F,32,1080ti,11,-,4,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,83365.77,55.265,,3,50528.09,0.6,69000,159,8.10956
1691,OmniSci,T,T,F,32,1080ti,11,-,4,Q20,T,T,2.0,3.0,17.0,5.0,5.0,F,T,60726.04,15694.69,,23,135364.55000000002,0.8,5966000,6569,9.35531
1692,OmniSci,T,T,F,32,1080ti,11,-,4,Q21,T,T,3.0,4.0,16.0,6.0,4.0,F,T,,,,,,x,,,
1693,OmniSci,T,T,F,32,1080ti,11,-,4,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,,,,,,x,,,
1694,OmniSci,T,T,F,32,1080ti,11,-,8,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,354182.68,19.616,,2,447830.67,3.8,393000,1552,9.60402
1695,OmniSci,T,T,F,32,1080ti,11,-,8,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,19804.010000000002,14150.32,,39,585712950.0,98.6,581499000,590921,9.58742
1696,OmniSci,T,T,F,32,1080ti,11,-,8,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,149673.53,650.378,,12,93701.26999999999,1.1,879000,1219,9.94794
1697,OmniSci,T,T,F,32,1080ti,11,-,8,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,123792.33,112647.5,,69,19338.03,0.1,7579000,8158,11.16626
1698,OmniSci,T,T,F,32,1080ti,11,-,8,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,140057.67,77.889,,67,27246.4,0.5,58000,226,7.77612
1699,OmniSci,T,T,F,32,1080ti,11,-,8,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,126352.33,88.865,,1,3574.6099999999997,0.1,11000,86,3.51069
1700,OmniSci,T,T,F,32,1080ti,11,-,8,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,1370228.5,41.857,,12,91403.61,1.6,101000,245,8.05241
1701,OmniSci,T,T,F,32,1080ti,11,-,8,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,160971.93,122.21,,85,80293.5,1.4,122000,414,8.07738
1702,OmniSci,T,T,F,32,1080ti,11,-,8,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,184600.77000000002,41.154,,12,229905.48,3.9,242000,622,7.76614
1703,OmniSci,T,T,F,32,1080ti,11,-,8,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,125306.22,3737.85,,16,285739.48000000004,3.2,598000,1337,8.0355
1704,OmniSci,T,T,F,32,1080ti,11,-,8,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,14818.45,4138.46,,22,2062.69,0,330000,767,8.66256
1705,OmniSci,T,T,F,32,1080ti,11,-,8,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,110372.31,43.072,,59,7736.37,0.1,33000,195,7.86264
1706,OmniSci,T,T,F,32,1080ti,11,-,8,Q13,T,T,1.0,0.0,6.0,2.0,2.0,F,T,15041.73,2764.64,,59,355487240.0,97.2,356397000,354336,10.20314
1707,OmniSci,T,T,F,32,1080ti,11,-,8,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,111476.43,179.331,,5,22012.66,0.2,37000,219,8.1166
1708,OmniSci,T,T,F,32,1080ti,11,-,8,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,110407.38,313.282,,12,7786.82,0.1,165000,588,8.56132
1709,OmniSci,T,T,F,32,1080ti,11,-,8,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,8252.66,259561.13,,7,13824.12,0.1,11594000,12367,10.89329
1710,OmniSci,T,T,F,32,1080ti,11,-,8,Q17,T,T,2.0,3.0,6.0,3.0,2.0,F,F,112517.70999999999,9785.83,,11,216676.44,2.4,2436000,2834,8.68543
1711,OmniSci,T,T,F,32,1080ti,11,-,8,Q18,T,T,2.0,2.0,8.0,4.0,3.0,F,T,134215.11000000002,56478.78,,19,122523.70999999999,1,6293000,7069,8.75479
1712,OmniSci,T,T,F,32,1080ti,11,-,8,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,167353.80000000002,89.793,,3,109839.74,1.2,128000,375,7.68358
1713,OmniSci,T,T,F,32,1080ti,11,-,8,Q20,T,T,2.0,3.0,17.0,5.0,5.0,F,T,121220.56999999999,31858.31,,23,267091.36,1.3,11461000,12932,13.47083
1714,OmniSci,T,T,F,32,1080ti,11,-,8,Q21,T,T,3.0,4.0,16.0,6.0,4.0,F,T,,,,,,,,,
1715,OmniSci,T,T,F,32,1080ti,11,-,8,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,,,,,,,,,
1716,OmniSci,T,T,F,64,1080ti,11,-,1,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,52107.280000000006,19.393,,2,33138.72,0.6,61000,1178,13.62905
1717,OmniSci,T,T,F,64,1080ti,11,-,1,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,2219.42,705.491,,39,8950760.0,60.1,8882000,10602,9.35098
1718,OmniSci,T,T,F,64,1080ti,11,-,1,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,15581.64,160.773,,12,11120.0,0.2,117000,1089,8.64392
1719,OmniSci,T,T,F,64,1080ti,11,-,1,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,11968.47,14.55474,,69,2769.6299999999997,0,1019000,2182,10.87165
1720,OmniSci,T,T,F,64,1080ti,11,-,1,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,16021.75,78.02,,67,3034.21,0.1,38000,910,8.03661
1721,OmniSci,T,T,F,64,1080ti,11,-,1,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,15354.4,54.305,,1,576.173,0,12000,718,3.63876
1722,OmniSci,T,T,F,64,1080ti,11,-,1,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,16421.15,41.921,,12,10293.01,0.2,32000,845,8.23652
1723,OmniSci,T,T,F,64,1080ti,11,-,1,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,17528.0,121.122,,85,5835.24,0.1,49000,1058,8.66965
1724,OmniSci,T,T,F,64,1080ti,11,-,1,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,22085.97,23.809,,12,23501.460000000003,0.4,45000,924,7.8578
1725,OmniSci,T,T,F,64,1080ti,11,-,1,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,15490.84,490.731,,16,35712.35,0.6,101000,1085,8.10108
1726,OmniSci,T,T,F,64,1080ti,11,-,1,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,1895.92,475.724,,68,992.985,0,80000,1105,8.8491
1727,OmniSci,T,T,F,64,1080ti,11,-,1,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,11800.0,43.17,,59,1181.24,0,29000,814,7.9145
1728,OmniSci,T,T,F,64,1080ti,11,-,1,Q13,T,T,1.0,0.0,6.0,2.0,2.0,F,T,1871.57,548.526,,59,5374370.0,60.7,5436000,6503,8.33876
