BlazingSQL	86.76669534	0.20260435	13.03070031
OmnisciDB	12.61156648	9.4075276	77.98090593
PG-STROM	5.197149635	11.35041506	83.45243531
All DBMSes	34.85847048	6.986849002	58.15468051

#1	26.881404383655	12.59464959	5.185642886
#2	0.0421414109811214	9.350726676	11.32444687
#3	73.0764542053639	78.05462374	83.48991025


