Row_No,DBMS,IM,CF,MG,RAM_Size,Gen,GM,DB_Size,BS,QNo,AGG,SQ,NumJoins,NumFTAtts,NumAllAtts,NumAllTbl,NumDsTbl,CW,OB,HDT,DHT,PF,NumIK,KT,ET
1701,OmniSci,T,T,F,48,2080ti,11,2,616,Q8,T,T,7,5,19,8,8,T,T,61668.58,313.92,,165,7860.24,86000
1702,OmniSci,T,T,F,48,2080ti,11,2,616,Q9,T,T,5,6,16,6,6,F,T,79382.41,51.007,,12,33521.82,55000
1703,OmniSci,T,T,F,48,2080ti,11,2,616,Q10,T,F,3,4,16,4,4,F,T,52802.5,1480.67,,16,64157.15,163000
1704,OmniSci,T,T,F,48,2080ti,11,2,616,Q11,T,T,4,0,8,6,3,F,T,4976.4,1684.67,,30,1256.12,127000
1705,OmniSci,T,T,F,48,2080ti,11,2,616,Q12,T,F,1,5,7,2,2,T,T,42833.46,101.376,,139,2228.47,62000
1706,OmniSci,T,T,F,48,2080ti,11,2,616,Q13,T,T,1,0,6,2,2,F,T,5806.7,1.30144,,139,6577670,7800000
1707,OmniSci,T,T,F,48,2080ti,11,2,616,Q14,T,F,1,4,6,2,2,T,F,42977.94,262.944,,5,1508.03,22000
1708,OmniSci,T,T,F,48,2080ti,11,2,616,Q15,T,T,1,4,8,2,2,F,T,40765.04,515.134,,12,2050.71,211000
1709,OmniSci,T,T,F,48,2080ti,11,2,616,Q16,T,T,1,0,8,3,3,F,T,4168.46,100633.07,,7,3251.67,3475000
1710,OmniSci,T,T,F,48,2080ti,11,2,616,Q17,T,T,2,3,6,3,2,F,F,42157.32,3730.13,,11,20274.22,635000
1711,OmniSci,T,T,F,48,2080ti,11,2,616,Q18,T,T,2,2,8,4,3,F,T,61246.99,41361.52,,17,16200.34,2523000
1712,OmniSci,T,T,F,48,2080ti,11,2,616,Q19,T,F,1,6,10,2,2,F,F,73139.14,131.967,,3,9258.71,29000
1713,OmniSci,T,T,F,48,2080ti,11,2,616,Q20,T,T,2,3,17,5,5,F,T,52022.49,12343.88,,23,58794.94,3070000
1714,OmniSci,T,T,F,48,2080ti,11,2,616,Q21,T,T,3,4,16,6,4,F,T,,-,-,-,,
1715,OmniSci,T,T,F,48,2080ti,11,2,616,Q22,T,T,0,0,4,3,2,F,T,,-,-,-,,
1716,OmniSci,T,T,F,48,1080ti,11,4,484,Q1,T,F,0,7,7,1,1,F,T,177364.2,19.424,,2,225599.1,119000
1717,OmniSci,T,T,F,48,1080ti,11,4,484,Q2,T,T,8,0,16,10,5,F,T,12113.65,3496.08,,39,140585770,145348000
1718,OmniSci,T,T,F,48,1080ti,11,4,484,Q3,T,F,2,4,10,3,3,F,T,112891.1,410.918,,12,47114.24,424000
1719,OmniSci,T,T,F,48,1080ti,11,4,484,Q4,T,T,0,3,7,2,2,F,T,83181.45,46232.25,,69,9749.94,3879000
1720,OmniSci,T,T,F,48,1080ti,11,4,484,Q5,T,F,5,4,16,6,6,F,T,110021.29,78.4,,67,12547.27,44000
1721,OmniSci,T,T,F,48,1080ti,11,4,484,Q6,T,F,0,4,4,1,1,F,F,113117.8,53.888,,1,1806.91,9000
1722,OmniSci,T,T,F,48,1080ti,11,4,484,Q7,T,T,5,5,15,6,5,F,T,120928.04,42.049,,12,43760.19,55000
1723,OmniSci,T,T,F,48,1080ti,11,4,484,Q8,T,T,7,5,19,8,8,T,T,104750.02,120.577,,85,33156.13,72000
1724,OmniSci,T,T,F,48,1080ti,11,4,484,Q9,T,T,5,6,16,6,6,F,T,146116.36,24.705,,12,107712.44,122000
1725,OmniSci,T,T,F,48,1080ti,11,4,484,Q10,T,F,3,4,16,4,4,F,T,111065.52,2596.39,,16,144828.34,310000
1726,OmniSci,T,T,F,48,1080ti,11,4,484,Q11,T,T,4,0,8,6,3,F,T,11949.33,3566.71,,22,1212.47,183000
1727,OmniSci,T,T,F,48,1080ti,11,4,484,Q12,T,F,1,5,7,2,2,T,T,78339.79,42.977,,59,3942.33,30000
1728,OmniSci,T,T,F,48,1080ti,11,4,484,Q13,T,T,1,0,6,2,2,F,T,12244.73,2423.29,,59,87579410,86849000
1729,OmniSci,T,T,F,48,1080ti,11,4,484,Q14,T,F,1,4,6,2,2,T,F,97525.73,109.89,,5,8329.15,22000
1730,OmniSci,T,T,F,48,1080ti,11,4,484,Q15,T,T,1,4,8,2,2,F,T,81751.9,253.06,,12,4039.58,103000
1731,OmniSci,T,T,F,48,1080ti,11,4,484,Q16,T,T,1,0,8,3,3,F,T,7012.71,198769.69,,7,6997.89,6358000
1732,OmniSci,T,T,F,48,1080ti,11,4,484,Q17,T,T,2,3,6,3,2,F,F,82995.48,7386.9,,11,98745.59,1249000
1733,OmniSci,T,T,F,48,1080ti,11,4,484,Q18,T,T,2,2,8,4,3,F,T,124672.92,87261.96,,17,34845.95,4916000
1734,OmniSci,T,T,F,48,1080ti,11,4,484,Q19,T,F,1,6,10,2,2,F,F,146733.02,55.425,,3,50490.19,66000
1735,OmniSci,T,T,F,48,1080ti,11,4,484,Q20,T,T,2,3,17,5,5,F,T,104445.75,24237.35,,23,134966.23,5977000
1736,OmniSci,T,T,F,48,1080ti,11,4,484,Q21,T,T,3,4,16,6,4,F,T,,,,,,
1737,OmniSci,T,T,F,48,1080ti,11,4,484,Q22,T,T,0,0,4,3,2,F,T,,,,,,
1738,OmniSci,T,T,F,48,2080ti,11,4,616,Q1,T,F,0,7,7,1,1,F,T,198281.18,44.832,,2,200601.94,106000
1739,OmniSci,T,T,F,48,2080ti,11,4,616,Q2,T,T,8,0,16,10,5,F,T,12492.1,4544.98,,39,19219980,20123000
1740,OmniSci,T,T,F,48,2080ti,11,4,616,Q3,T,F,2,4,10,3,3,F,T,113650.03,660.734,,12,42793.53,425000
1741,OmniSci,T,T,F,48,2080ti,11,4,616,Q4,T,T,0,3,7,2,2,F,T,86616.17,85.30443,,149,7823.85,3913000
1742,OmniSci,T,T,F,48,2080ti,11,4,616,Q5,T,F,5,4,16,6,6,F,T,110112.53,213.246,,147,9332.65,76000
1743,OmniSci,T,T,F,48,2080ti,11,4,616,Q6,T,F,0,4,4,1,1,F,F,112891.98,129.695,,1,1345.6,10000
1744,OmniSci,T,T,F,48,2080ti,11,4,616,Q7,T,T,5,5,15,6,5,F,T,114648.9,69.088,,12,36184.29,55000
1745,OmniSci,T,T,F,48,2080ti,11,4,616,Q8,T,T,7,5,19,8,8,T,T,126577.63,285.824,,165,18347.25,90000
1746,OmniSci,T,T,F,48,2080ti,11,4,616,Q9,T,T,5,6,16,6,6,F,T,160451.56,50.944,,12,72513.77,90000
1747,OmniSci,T,T,F,48,2080ti,11,4,616,Q10,T,F,3,4,16,4,4,F,T,110723.36,2473.91,,16,127503.47,296000
1748,OmniSci,T,T,F,48,2080ti,11,4,616,Q11,T,T,4,0,8,6,3,F,T,11964,3476.18,,22,1455.13,192000
1749,OmniSci,T,T,F,48,2080ti,11,4,616,Q12,T,F,1,5,7,2,2,T,T,85780.02,101.856,,139,3673.62,60000
1750,OmniSci,T,T,F,48,2080ti,11,4,616,Q13,T,T,1,0,6,2,2,F,T,12433.12,2480.25,,139,25556960,25891000
1751,OmniSci,T,T,F,48,2080ti,11,4,616,Q14,T,F,1,4,6,2,2,T,F,81534.73,264,,5,3810.97,26000
1752,OmniSci,T,T,F,48,2080ti,11,4,616,Q15,T,T,1,4,8,2,2,F,T,81718.79,473.373,,12,3245.08,158000
1753,OmniSci,T,T,F,48,2080ti,11,4,616,Q16,T,T,1,0,8,3,3,F,T,7356.78,194575.06,,7,6194.48,6384000
1754,OmniSci,T,T,F,48,2080ti,11,4,616,Q17,T,T,2,3,6,3,2,F,F,84657.89,7.8466,,11,62984.87,1264000
1755,OmniSci,T,T,F,48,2080ti,11,4,616,Q18,T,T,2,2,8,4,3,F,T,124691.47,85147.07,,17,31867.75,4954000
1756,OmniSci,T,T,F,48,2080ti,11,4,616,Q19,T,F,1,6,10,2,2,F,F,146922.44,137.439,,3,25025.01,52000
1757,OmniSci,T,T,F,48,2080ti,11,4,616,Q20,T,T,2,3,17,5,5,F,T,105366.28,24.50847,,23,116900.74,6064000
1758,OmniSci,T,T,F,48,2080ti,11,4,616,Q21,T,T,3,4,16,6,4,F,T,,-,-,-,,
1759,OmniSci,T,T,F,48,2080ti,11,4,616,Q22,T,T,0,0,4,3,2,F,T,,-,-,-,,
1760,OmniSci,T,T,F,48,1080ti,11,8,484,Q1,T,F,0,7,7,1,1,F,T,425236.33,19.745,,2,435767.81,411000
1761,OmniSci,T,T,F,48,1080ti,11,8,484,Q2,T,T,8,0,16,10,5,F,T,27824.04,14279.97,,39,583905940,577622000
1762,OmniSci,T,T,F,48,1080ti,11,8,484,Q3,T,F,2,4,10,3,3,F,T,236229.53,1041.3,,12,94304.24,895000
1763,OmniSci,T,T,F,48,1080ti,11,8,484,Q4,T,T,0,3,7,2,2,F,T,156991.03,180323.37,,69,19153.75,7598000
1764,OmniSci,T,T,F,48,1080ti,11,8,484,Q5,T,F,5,4,16,6,6,F,T,218532.8,77.442,,67,27131.83,69000
1765,OmniSci,T,T,F,48,1080ti,11,8,484,Q6,T,F,0,4,4,1,1,F,F,201877.14,88.739,,1,3580.05,16000
1766,OmniSci,T,T,F,48,1080ti,11,8,484,Q7,T,T,5,5,15,6,5,F,T,240693.2,42.113,,12,91483.96,111000
1767,OmniSci,T,T,F,48,1080ti,11,8,484,Q8,T,T,7,5,19,8,8,T,T,252196.15,120.482,,85,80012.72,129000
1768,OmniSci,T,T,F,48,1080ti,11,8,484,Q9,T,T,5,6,16,6,6,F,T,324891.73,23.872,,12,229345.52,247000
1769,OmniSci,T,T,F,48,1080ti,11,8,484,Q10,T,F,3,4,16,4,4,F,T,219891.11,4942.87,,16,285686.8,608000
1770,OmniSci,T,T,F,48,1080ti,11,8,484,Q11,T,T,4,0,8,6,3,F,T,24774.62,5679.62,,22,2054.35,337000
1771,OmniSci,T,T,F,48,1080ti,11,8,484,Q12,T,F,1,5,7,2,2,T,T,178976.13,43.328,,59,7736.32,37000
1772,OmniSci,T,T,F,48,1080ti,11,8,484,Q13,T,T,1,0,6,2,2,F,T,25431.69,4480.54,,59,350721760,351501000
1773,OmniSci,T,T,F,48,1080ti,11,8,484,Q14,T,F,1,4,6,2,2,T,F,196228.24,179.745,,5,22054.92,40000
1774,OmniSci,T,T,F,48,1080ti,11,8,484,Q15,T,T,1,4,8,2,2,F,T,162487.89,320.772,,12,8117.86,175000
1775,OmniSci,T,T,F,48,1080ti,11,8,484,Q16,T,T,1,0,8,3,3,F,T,13099.23,421836.61,,7,13780.33,11643000
1776,OmniSci,T,T,F,48,1080ti,11,8,484,Q17,T,T,2,3,6,3,2,F,F,171682.05,14967.94,,11,216720.17,2467000
1777,OmniSci,T,T,F,48,1080ti,11,8,484,Q18,T,T,2,2,8,4,3,F,T,181580.55,88996.2,,19,123606.75,6329000
1778,OmniSci,T,T,F,48,1080ti,11,8,484,Q19,T,F,1,6,10,2,2,F,F,294034.14,89.763,,3,110362.23,128000
1779,OmniSci,T,T,F,48,1080ti,11,8,484,Q20,T,T,2,3,17,5,5,F,T,176723.61,49864.21,,23,272088.43,11658000
1780,OmniSci,T,T,F,48,1080ti,11,8,484,Q21,T,T,3,4,16,6,4,F,T,,,,,,
1781,OmniSci,T,T,F,48,1080ti,11,8,484,Q22,T,T,0,0,4,3,2,F,T,,,,,,
1782,OmniSci,T,T,F,48,2080ti,11,8,616,Q1,T,F,0,7,7,1,1,F,T,407133.87,44.896,,2,402681.18,185000
1783,OmniSci,T,T,F,48,2080ti,11,8,616,Q2,T,T,8,0,16,10,5,F,T,28925.91,10643.62,,39,79074380,82742000
1784,OmniSci,T,T,F,48,2080ti,11,8,616,Q3,T,F,2,4,10,3,3,F,T,208564.89,996.702,,12,84477.97,903000
1785,OmniSci,T,T,F,48,2080ti,11,8,616,Q4,T,T,0,3,7,2,2,F,T,171364.88,172247.07,,149,14870.36,7672000
1786,OmniSci,T,T,F,48,2080ti,11,8,616,Q5,T,F,5,4,16,6,6,F,T,203437.34,215.935,,147,19398.76,102000
1787,OmniSci,T,T,F,48,2080ti,11,8,616,Q6,T,F,0,4,4,1,1,F,F,227095.48,577.182,,1,2672.82,18000
1788,OmniSci,T,T,F,48,2080ti,11,8,616,Q7,T,T,5,5,15,6,5,F,T,203241.49,69.055,,12,74280.49,107000
1789,OmniSci,T,T,F,48,2080ti,11,8,616,Q8,T,T,7,5,19,8,8,T,T,224988.66,303.743,,165,45978.71,130000
1790,OmniSci,T,T,F,48,2080ti,11,8,616,Q9,T,T,5,6,16,6,6,F,T,327706.08,51.296,,12,153809.7,175000
1791,OmniSci,T,T,F,48,2080ti,11,8,616,Q10,T,F,3,4,16,4,4,F,T,224258.73,5.03426,,16,248398.41,565000
1792,OmniSci,T,T,F,48,2080ti,11,8,616,Q11,T,T,4,0,8,6,3,F,T,25266.3,6337.42,,22,1916.06,348000
1793,OmniSci,T,T,F,48,2080ti,11,8,616,Q12,T,F,1,5,7,2,2,T,T,180038.93,101.664,,139,6809.61,67000
1794,OmniSci,T,T,F,48,2080ti,11,8,616,Q13,T,T,1,0,6,2,2,F,T,25472.39,4282.54,,139,99090660,101957000
1795,OmniSci,T,T,F,48,2080ti,11,8,616,Q14,T,F,1,4,6,2,2,T,F,195634.61,996.348,,5,10928.08,33000
1796,OmniSci,T,T,F,48,2080ti,11,8,616,Q15,T,T,1,4,8,2,2,F,T,162990.7,590.941,,12,6454.37,185000
1797,OmniSci,T,T,F,48,2080ti,11,8,616,Q16,T,T,1,0,8,3,3,F,T,13452.56,393414.74,,7,12089.26,11627000
1798,OmniSci,T,T,F,48,2080ti,11,8,616,Q17,T,T,2,3,6,3,2,F,F,171337.52,15206.92,,11,147565.29,2420000
1799,OmniSci,T,T,F,48,2080ti,11,8,616,Q18,T,T,2,2,8,4,3,F,T,207641.72,88597.89,,19,116226.92,6352000
1800,OmniSci,T,T,F,48,2080ti,11,8,616,Q19,T,F,1,6,10,2,2,F,F,294376.25,433.533,,3,61138.99,79000
1801,OmniSci,T,T,F,48,2080ti,11,8,616,Q20,T,T,2,3,17,5,5,F,T,210965.62,48803.44,,23,225643.11,11547000
1802,OmniSci,T,T,F,48,2080ti,11,8,616,Q21,T,T,3,4,16,6,4,F,T,,,,,,
1803,OmniSci,T,T,F,48,2080ti,11,8,616,Q22,T,T,0,0,4,3,2,F,T,,,,,,
1804,OmniSci,T,T,F,32,1080ti,11,1,484,Q1,T,F,0,7,7,1,1,F,T,24258.31,19.425,,2,33061.32,62000
1805,OmniSci,T,T,F,32,1080ti,11,1,484,Q2,T,T,8,0,16,10,5,F,T,2191.31,1096.4,,39,8944867,8873000
1806,OmniSci,T,T,F,32,1080ti,11,1,484,Q3,T,F,2,4,10,3,3,F,T,15930.21,158.98,,12,11509.6,115000
1807,OmniSci,T,T,F,32,1080ti,11,1,484,Q4,T,T,0,3,7,2,2,F,T,15052.92,15101.43,,69,2671.39,1030000
1808,OmniSci,T,T,F,32,1080ti,11,1,484,Q5,T,F,5,4,16,6,6,F,T,15280.77,77.281,,67,2868.48,39000
1809,OmniSci,T,T,F,32,1080ti,11,1,484,Q6,T,F,0,4,4,1,1,F,F,15859.02,54.017,,1,587.598,12000
1810,OmniSci,T,T,F,32,1080ti,11,1,484,Q7,T,T,5,5,15,6,5,F,T,16840.64,42.177,,12,10596.39,31000
1811,OmniSci,T,T,F,32,1080ti,11,1,484,Q8,T,T,7,5,19,8,8,T,T,17614.19,119.713,,85,5802.23,48000
1812,OmniSci,T,T,F,32,1080ti,11,1,484,Q9,T,T,5,6,16,6,6,F,T,22719.39,24.352,,12,23537.57,43000
1813,OmniSci,T,T,F,32,1080ti,11,1,484,Q10,T,F,3,4,16,4,4,F,T,15713.97,372.418,,16,36025.54,98000
1814,OmniSci,T,T,F,32,1080ti,11,1,484,Q11,T,T,4,0,8,6,3,F,T,1858.86,480.228,,68,1033.06,79000
1815,OmniSci,T,T,F,32,1080ti,11,1,484,Q12,T,F,1,5,7,2,2,T,T,12201.67,43.2,,59,1189.96,29000
1816,OmniSci,T,T,F,32,1080ti,11,1,484,Q13,T,T,1,0,6,2,2,F,T,1871.95,518.468,,59,5383600,5439000
1817,OmniSci,T,T,F,32,1080ti,11,1,484,Q14,T,F,1,4,6,2,2,T,F,13990.3,106.658,,5,982.793,17000
1818,OmniSci,T,T,F,32,1080ti,11,1,484,Q15,T,T,1,4,8,2,2,F,T,14082.22,1633.298,,122,1753.68,226000
1819,OmniSci,T,T,F,32,1080ti,11,1,484,Q16,T,T,1,0,8,3,3,F,T,1992.5,35972.77,,7,1882.13,1725000
1820,OmniSci,T,T,F,32,1080ti,11,1,484,Q17,T,T,2,3,6,3,2,F,F,12193.24,1679.15,,11,12115.93,327000
1821,OmniSci,T,T,F,32,1080ti,11,1,484,Q18,T,T,2,2,8,4,3,F,T,19687.59,14748.91,,17,8590.87,1283000
1822,OmniSci,T,T,F,32,1080ti,11,1,484,Q19,T,F,1,6,10,2,2,F,F,20700.11,53.793,,3,7601.26,24000
1823,OmniSci,T,T,F,32,1080ti,11,1,484,Q20,T,T,2,3,17,5,5,F,T,15456.82,4085.89,,23,33737.51,1651000
1824,OmniSci,T,T,F,32,1080ti,11,1,484,Q21,T,T,3,4,16,6,4,F,T,,,,,,
1825,OmniSci,T,T,F,32,1080ti,11,1,484,Q22,T,T,0,0,4,3,2,F,T,,,,,,
1826,OmniSci,T,T,F,32,1080ti,11,2,484,Q1,T,F,0,7,7,1,1,F,T,86077.8,20.16,,2,65918.89,77000
1827,OmniSci,T,T,F,32,1080ti,11,2,484,Q2,T,T,8,0,16,10,5,F,T,4163.56,1461.42,,39,35821470,35811000
1828,OmniSci,T,T,F,32,1080ti,11,2,484,Q3,T,F,2,4,10,3,3,F,T,33187.68,205.346,,12,23200.64,211000
1829,OmniSci,T,T,F,32,1080ti,11,2,484,Q4,T,T,0,3,7,2,2,F,T,35570.63,27419.42,,69,5030.72,1968000
1830,OmniSci,T,T,F,32,1080ti,11,2,484,Q5,T,F,5,4,16,6,6,F,T,31063.43,77.826,,67,6006.99,37000
1831,OmniSci,T,T,F,32,1080ti,11,2,484,Q6,T,F,0,4,4,1,1,F,F,31886.25,54.272,,1,996.684,8000
1832,OmniSci,T,T,F,32,1080ti,11,2,484,Q7,T,T,5,5,15,6,5,F,T,34915.8,42.433,,12,21049.68,35000
1833,OmniSci,T,T,F,32,1080ti,11,2,484,Q8,T,T,7,5,19,8,8,T,T,35669.91,121.76,,85,13918.94,54000
1834,OmniSci,T,T,F,32,1080ti,11,2,484,Q9,T,T,5,6,16,6,6,F,T,46216.49,26.641,,12,50414.01,66000
1835,OmniSci,T,T,F,32,1080ti,11,2,484,Q10,T,F,3,4,16,4,4,F,T,31048.47,1038.86,,16,72720.67,166000
1836,OmniSci,T,T,F,32,1080ti,11,2,484,Q11,T,T,4,0,8,6,3,F,T,4395.47,2331.93,,30,906.476,111000
1837,OmniSci,T,T,F,32,1080ti,11,2,484,Q12,T,F,1,5,7,2,2,T,T,24933.16,42.913,,59,2072.4,29000
1838,OmniSci,T,T,F,32,1080ti,11,2,484,Q13,T,T,1,0,6,2,2,F,T,3608.36,1073.51,,59,21776520,22083000
1839,OmniSci,T,T,F,32,1080ti,11,2,484,Q14,T,F,1,4,6,2,2,T,F,27790.69,109.921,,5,3027.72,16000
1840,OmniSci,T,T,F,32,1080ti,11,2,484,Q15,T,T,1,4,8,2,2,F,T,27591.01,216.353,,12,2172.7,200000
1841,OmniSci,T,T,F,32,1080ti,11,2,484,Q16,T,T,1,0,8,3,3,F,T,2823.52,71327.95,,7,3575.34,3426000
1842,OmniSci,T,T,F,32,1080ti,11,2,484,Q17,T,T,2,3,6,3,2,F,F,24938.65,2455.91,,11,40507.55,631000
1843,OmniSci,T,T,F,32,1080ti,11,2,484,Q18,T,T,2,2,8,4,3,F,T,37970.2,27058.03,,17,17087.92,2501000
1844,OmniSci,T,T,F,32,1080ti,11,2,484,Q19,T,F,1,6,10,2,2,F,F,42138.66,55.586,,3,21092.64,38000
1845,OmniSci,T,T,F,32,1080ti,11,2,484,Q20,T,T,2,3,17,5,5,F,T,30337.29,8009.51,,23,67760.08,3028000
1846,OmniSci,T,T,F,32,1080ti,11,2,484,Q21,T,T,3,4,16,6,4,F,T,,,,,,
1847,OmniSci,T,T,F,32,1080ti,11,2,484,Q22,T,T,0,0,4,3,2,F,T,,,,,,
1848,OmniSci,T,T,F,32,1080ti,11,4,484,Q1,T,F,0,7,7,1,1,F,T,189123.79,19.264,,2,234785.75,201000
1849,OmniSci,T,T,F,32,1080ti,11,4,484,Q2,T,T,8,0,16,10,5,F,T,7655.19,3321.79,,39,140882060,145638000
1850,OmniSci,T,T,F,32,1080ti,11,4,484,Q3,T,F,2,4,10,3,3,F,T,73955.49,314.372,,12,47318.17,427000
1851,OmniSci,T,T,F,32,1080ti,11,4,484,Q4,T,T,0,3,7,2,2,F,T,63028.87,56244.46,,69,9702.98,3848000
1852,OmniSci,T,T,F,32,1080ti,11,4,484,Q5,T,F,5,4,16,6,6,F,T,64481.4,77.729,,67,12452.17,43000
1853,OmniSci,T,T,F,32,1080ti,11,4,484,Q6,T,F,0,4,4,1,1,F,F,63728.05,54.272,,1,1817.88,9000
1854,OmniSci,T,T,F,32,1080ti,11,4,484,Q7,T,T,5,5,15,6,5,F,T,69259.19,42.432,,12,43568.55,55000
1855,OmniSci,T,T,F,32,1080ti,11,4,484,Q8,T,T,7,5,19,8,8,T,T,76245.81,122.179,,85,33393.75,72000
1856,OmniSci,T,T,F,32,1080ti,11,4,484,Q9,T,T,5,6,16,6,6,F,T,91047.02,24.224,,12,108124.68,121000
1857,OmniSci,T,T,F,32,1080ti,11,4,484,Q10,T,F,3,4,16,4,4,F,T,63358.74,1784.31,,16,144805.08,311000
1858,OmniSci,T,T,F,32,1080ti,11,4,484,Q11,T,T,4,0,8,6,3,F,T,7529.6,2942.82,,22,1205.84,189000
1859,OmniSci,T,T,F,32,1080ti,11,4,484,Q12,T,F,1,5,7,2,2,T,T,51117.78,43.137,,59,3917.94,29000
1860,OmniSci,T,T,F,32,1080ti,11,4,484,Q13,T,T,1,0,6,2,2,F,T,7364.19,1856.54,,59,87674480,88394000
1861,OmniSci,T,T,F,32,1080ti,11,4,484,Q14,T,F,1,4,6,2,2,T,F,54823.46,109.73,,5,8315.4,22000
1862,OmniSci,T,T,F,32,1080ti,11,4,484,Q15,T,T,1,4,8,2,2,F,T,54695.07,239.939,,12,3924.59,111000
1863,OmniSci,T,T,F,32,1080ti,11,4,484,Q16,T,T,1,0,8,3,3,F,T,4597.34,131.04931,,7,7015.29,6335000
1864,OmniSci,T,T,F,32,1080ti,11,4,484,Q17,T,T,2,3,6,3,2,F,F,48832.93,5.19693,,11,95534.7,1237000
1865,OmniSci,T,T,F,32,1080ti,11,4,484,Q18,T,T,2,2,8,4,3,F,T,85743.75,54173.35,,17,34537.16,4856000
1866,OmniSci,T,T,F,32,1080ti,11,4,484,Q19,T,F,1,6,10,2,2,F,F,83365.77,55.265,,3,50528.09,69000
1867,OmniSci,T,T,F,32,1080ti,11,4,484,Q20,T,T,2,3,17,5,5,F,T,60726.04,15694.69,,23,135364.55,5966000
1868,OmniSci,T,T,F,32,1080ti,11,4,484,Q21,T,T,3,4,16,6,4,F,T,,,,,,
1869,OmniSci,T,T,F,32,1080ti,11,4,484,Q22,T,T,0,0,4,3,2,F,T,,,,,,
1870,OmniSci,T,T,F,32,1080ti,11,8,484,Q1,T,F,0,7,7,1,1,F,T,354182.68,19.616,,2,447830.67,393000
1871,OmniSci,T,T,F,32,1080ti,11,8,484,Q2,T,T,8,0,16,10,5,F,T,19804.01,14150.32,,39,585712950,581499000
1872,OmniSci,T,T,F,32,1080ti,11,8,484,Q3,T,F,2,4,10,3,3,F,T,149673.53,650.378,,12,93701.27,879000
1873,OmniSci,T,T,F,32,1080ti,11,8,484,Q4,T,T,0,3,7,2,2,F,T,123792.33,112647.5,,69,19338.03,7579000
1874,OmniSci,T,T,F,32,1080ti,11,8,484,Q5,T,F,5,4,16,6,6,F,T,140057.67,77.889,,67,27246.4,58000
1875,OmniSci,T,T,F,32,1080ti,11,8,484,Q6,T,F,0,4,4,1,1,F,F,126352.33,88.865,,1,3574.61,11000
1876,OmniSci,T,T,F,32,1080ti,11,8,484,Q7,T,T,5,5,15,6,5,F,T,1370228.5,41.857,,12,91403.61,101000
1877,OmniSci,T,T,F,32,1080ti,11,8,484,Q8,T,T,7,5,19,8,8,T,T,160971.93,122.21,,85,80293.5,122000
1878,OmniSci,T,T,F,32,1080ti,11,8,484,Q9,T,T,5,6,16,6,6,F,T,184600.77,41.154,,12,229905.48,242000
1879,OmniSci,T,T,F,32,1080ti,11,8,484,Q10,T,F,3,4,16,4,4,F,T,125306.22,3737.85,,16,285739.48,598000
1880,OmniSci,T,T,F,32,1080ti,11,8,484,Q11,T,T,4,0,8,6,3,F,T,14818.45,4138.46,,22,2062.69,330000
1881,OmniSci,T,T,F,32,1080ti,11,8,484,Q12,T,F,1,5,7,2,2,T,T,110372.31,43.072,,59,7736.37,33000
1882,OmniSci,T,T,F,32,1080ti,11,8,484,Q13,T,T,1,0,6,2,2,F,T,15041.73,2764.64,,59,355487240,356397000
1883,OmniSci,T,T,F,32,1080ti,11,8,484,Q14,T,F,1,4,6,2,2,T,F,111476.43,179.331,,5,22012.66,37000
1884,OmniSci,T,T,F,32,1080ti,11,8,484,Q15,T,T,1,4,8,2,2,F,T,110407.38,313.282,,12,7786.82,165000
1885,OmniSci,T,T,F,32,1080ti,11,8,484,Q16,T,T,1,0,8,3,3,F,T,8252.66,259561.13,,7,13824.12,11594000
1886,OmniSci,T,T,F,32,1080ti,11,8,484,Q17,T,T,2,3,6,3,2,F,F,112517.71,9785.83,,11,216676.44,2436000
1887,OmniSci,T,T,F,32,1080ti,11,8,484,Q18,T,T,2,2,8,4,3,F,T,134215.11,56478.78,,19,122523.71,6293000
1888,OmniSci,T,T,F,32,1080ti,11,8,484,Q19,T,F,1,6,10,2,2,F,F,167353.8,89.793,,3,109839.74,128000
1889,OmniSci,T,T,F,32,1080ti,11,8,484,Q20,T,T,2,3,17,5,5,F,T,121220.57,31858.31,,23,267091.36,11461000
1890,OmniSci,T,T,F,32,1080ti,11,8,484,Q21,T,T,3,4,16,6,4,F,T,,,,,,
1891,OmniSci,T,T,F,32,1080ti,11,8,484,Q22,T,T,0,0,4,3,2,F,T,,,,,,
1892,OmniSci,T,T,F,64,1080ti,11,1,484,Q1,T,F,0,7,7,1,1,F,T,52107.28,19.393,,2,33138.72,61000
1893,OmniSci,T,T,F,64,1080ti,11,1,484,Q2,T,T,8,0,16,10,5,F,T,2219.42,705.491,,39,8950760,8882000
1894,OmniSci,T,T,F,64,1080ti,11,1,484,Q3,T,F,2,4,10,3,3,F,T,15581.64,160.773,,12,11120,117000
1895,OmniSci,T,T,F,64,1080ti,11,1,484,Q4,T,T,0,3,7,2,2,F,T,11968.47,14.55474,,69,2769.63,1019000
1896,OmniSci,T,T,F,64,1080ti,11,1,484,Q5,T,F,5,4,16,6,6,F,T,16021.75,78.02,,67,3034.21,38000
1897,OmniSci,T,T,F,64,1080ti,11,1,484,Q6,T,F,0,4,4,1,1,F,F,15354.4,54.305,,1,576.173,12000
1898,OmniSci,T,T,F,64,1080ti,11,1,484,Q7,T,T,5,5,15,6,5,F,T,16421.15,41.921,,12,10293.01,32000
1899,OmniSci,T,T,F,64,1080ti,11,1,484,Q8,T,T,7,5,19,8,8,T,T,17528,121.122,,85,5835.24,49000
1900,OmniSci,T,T,F,64,1080ti,11,1,484,Q9,T,T,5,6,16,6,6,F,T,22085.97,23.809,,12,23501.46,45000
