Row_No,DBMS,IM,CF,MG,RAM_Size,Gen,GM,DB_Size,CC,QNo,AGG,SQ,NumJoins,NumFTAtts,NumAllAtts,NumAllTbl,NumDsTbl,CW,OB,HDT,DHT,PF,NumIK,KT,ET,DT
103,PG-Strom,F,F,F,64,3090,24,4.03,10496,Q30a,T,F,21,3,30,12,10,F,F,,,,,43873.171,,
104,PG-Strom,F,F,F,64,3090,24,4.03,10496,Q30b,T,F,21,3,30,12,10,F,F,,,,,67624.488,,
105,PG-Strom,F,F,F,64,3090,24,4.03,10496,Q30c,T,F,21,3,30,12,10,F,F,,,,,52257.382,,
106,PG-Strom,F,F,F,64,3090,24,4.03,10496,Q31a,T,F,20,3,26,11,10,F,F,,,,,61085.618,655062,
107,PG-Strom,F,F,F,64,3090,24,4.03,10496,Q31b,T,F,20,3,26,11,10,F,F,,,,,90968.069,142517,
108,PG-Strom,F,F,F,64,3090,24,4.03,10496,Q31c,T,F,20,3,26,11,10,F,F,,,,,133597.111,654375,
109,PG-Strom,F,F,F,64,3090,24,4.03,10496,Q32a,T,F,6,0,13,6,5,F,F,,,,,,9062,
110,PG-Strom,F,F,F,64,3090,24,4.03,10496,Q32b,T,F,6,0,13,6,5,F,F,,,,,,97466,
111,PG-Strom,F,F,F,64,3090,24,4.03,10496,Q33a,T,F,19,0,34,14,8,F,F,,,,,,,
112,PG-Strom,F,F,F,64,3090,24,4.03,10496,Q33b,T,F,19,0,34,14,8,F,F,,,,,,,
113,PG-Strom,F,F,F,64,3090,24,4.03,10496,Q33c,T,F,19,0,34,14,8,F,F,,,,,,,
1,OmniSci,T,T,F,64,3090,24,4.03,10496,Q1a,T,F,5,0,12,5,5,F,F,,,,,,,
2,OmniSci,T,T,F,64,3090,24,4.03,10496,Q1b,T,F,5,0,12,5,5,F,F,,,,,,,
3,OmniSci,T,T,F,64,3090,24,4.03,10496,Q1c,T,F,5,0,12,5,5,F,F,,,,,,,
4,OmniSci,T,T,F,64,3090,24,4.03,10496,Q1d,T,F,5,0,12,5,5,F,F,,,,,,,
5,OmniSci,T,T,F,64,3090,24,4.03,10496,Q2a,T,F,5,0,10,5,5,F,F,,,,,,,
6,OmniSci,T,T,F,64,3090,24,4.03,10496,Q2b,T,F,5,0,10,5,5,F,F,,,,,,,
7,OmniSci,T,T,F,64,3090,24,4.03,10496,Q2c,T,F,5,0,10,5,5,F,F,,,,,,,
8,OmniSci,T,T,F,64,3090,24,4.03,10496,Q2d,T,F,5,0,10,5,5,F,F,,,,,,,
9,OmniSci,T,T,F,64,3090,24,4.03,10496,Q3a,T,F,4,0,9,4,4,F,F,,,,,,,
10,OmniSci,T,T,F,64,3090,24,4.03,10496,Q3b,T,F,4,0,9,4,4,F,F,,,,,,,
11,OmniSci,T,T,F,64,3090,24,4.03,10496,Q3c,T,F,4,0,9,4,4,F,F,,,,,,,
12,OmniSci,T,T,F,64,3090,24,4.03,10496,Q4a,T,F,5,0,12,5,5,F,F,,,,,,,
13,OmniSci,T,T,F,64,3090,24,4.03,10496,Q4b,T,F,5,0,12,5,5,F,F,,,,,,,
14,OmniSci,T,T,F,64,3090,24,4.03,10496,Q4c,T,F,5,0,12,5,5,F,F,,,,,,,
15,OmniSci,T,T,F,64,3090,24,4.03,10496,Q5a,T,F,5,0,11,5,5,F,F,,,,,,,
16,OmniSci,T,T,F,64,3090,24,4.03,10496,Q5b,T,F,5,0,11,5,5,F,F,,,,,,,
17,OmniSci,T,T,F,64,3090,24,4.03,10496,Q5c,T,F,5,0,11,5,5,F,F,,,,,,,
18,OmniSci,T,T,F,64,3090,24,4.03,10496,Q6a,T,F,5,3,11,5,5,F,F,,,,,,,
19,OmniSci,T,T,F,64,3090,24,4.03,10496,Q6b,T,F,5,3,11,5,5,F,F,,,,,,,
20,OmniSci,T,T,F,64,3090,24,4.03,10496,Q6c,T,F,5,3,11,5,5,F,F,,,,,,,
21,OmniSci,T,T,F,64,3090,24,4.03,10496,Q6d,T,F,5,3,11,5,5,F,F,,,,,,,
22,OmniSci,T,T,F,64,3090,24,4.03,10496,Q6e,T,F,5,3,11,5,5,F,F,,,,,,,
23,OmniSci,T,T,F,64,3090,24,4.03,10496,Q6f,T,F,5,3,11,5,5,F,F,,,,,,,
24,OmniSci,T,T,F,64,3090,24,4.03,10496,Q7a,T,F,11,2,20,8,8,F,F,,,,,,,
25,OmniSci,T,T,F,64,3090,24,4.03,10496,Q7b,T,F,11,2,20,8,8,F,F,,,,,,,
26,OmniSci,T,T,F,64,3090,24,4.03,10496,Q7c,T,F,11,2,20,8,8,F,F,,,,,,,
27,OmniSci,T,T,F,64,3090,24,4.03,10496,Q8a,T,F,8,4,17,7,7,F,F,,,,,,,
28,OmniSci,T,T,F,64,3090,24,4.03,10496,Q8b,T,F,8,4,17,7,7,F,F,,,,,,,
29,OmniSci,T,T,F,64,3090,24,4.03,10496,Q8c,T,F,8,4,17,7,7,F,F,,,,,,,
30,OmniSci,T,T,F,64,3090,24,4.03,10496,Q8d,T,F,8,4,17,7,7,F,F,,,,,,,
31,OmniSci,T,T,F,64,3090,24,4.03,10496,Q9a,T,F,9,3,22,8,8,F,F,,,,,,,
32,OmniSci,T,T,F,64,3090,24,4.03,10496,Q9b,T,F,9,3,22,8,8,F,F,,,,,,,
33,OmniSci,T,T,F,64,3090,24,4.03,10496,Q9c,T,F,9,3,22,8,8,F,F,,,,,,,
34,OmniSci,T,T,F,64,3090,24,4.03,10496,Q9d,T,F,9,3,22,8,8,F,F,,,,,,,
35,OmniSci,T,T,F,64,3090,24,4.03,10496,Q10a,T,F,7,4,17,7,7,F,F,,,,,,,
36,OmniSci,T,T,F,64,3090,24,4.03,10496,Q10b,T,F,7,4,17,7,7,F,F,,,,,,,
37,OmniSci,T,T,F,64,3090,24,4.03,10496,Q10c,T,F,7,4,17,7,7,F,F,,,,,,,
38,OmniSci,T,T,F,64,3090,24,4.03,10496,Q11a,T,F,10,0,20,8,8,F,F,,,,,,,
39,OmniSci,T,T,F,64,3090,24,4.03,10496,Q11b,T,F,10,0,20,8,8,F,F,,,,,,,
40,OmniSci,T,T,F,64,3090,24,4.03,10496,Q11c,T,F,10,0,20,8,8,F,F,,,,,,,
41,OmniSci,T,T,F,64,3090,24,4.03,10496,Q11d,T,F,10,0,20,8,8,F,F,,,,,,,
42,OmniSci,T,T,F,64,3090,24,4.03,10496,Q12a,T,F,10,0,21,8,7,F,F,,,,,,,
43,OmniSci,T,T,F,64,3090,24,4.03,10496,Q12b,T,F,10,0,21,8,7,F,F,,,,,,,
44,OmniSci,T,T,F,64,3090,24,4.03,10496,Q12c,T,F,10,0,21,8,7,F,F,,,,,,,
45,OmniSci,T,T,F,64,3090,24,4.03,10496,Q13a,T,F,11,0,22,9,8,F,F,,,,,,,
46,OmniSci,T,T,F,64,3090,24,4.03,10496,Q13b,T,F,11,0,22,9,8,F,F,,,,,,,
47,OmniSci,T,T,F,64,3090,24,4.03,10496,Q13c,T,F,11,0,22,9,8,F,F,,,,,,,
48,OmniSci,T,T,F,64,3090,24,4.03,10496,Q13d,T,F,11,0,22,9,8,F,F,,,,,,,
49,OmniSci,T,T,F,64,3090,24,4.03,10496,Q14a,T,F,14,0,19,8,7,F,F,,,,,,,
50,OmniSci,T,T,F,64,3090,24,4.03,10496,Q14b,T,F,14,0,19,8,7,F,F,,,,,,,
51,OmniSci,T,T,F,64,3090,24,4.03,10496,Q14c,T,F,14,0,19,8,7,F,F,,,,,,,
52,OmniSci,T,T,F,64,3090,24,4.03,10496,Q15a,T,F,14,0,21,9,9,F,F,,,,,,,
53,OmniSci,T,T,F,64,3090,24,4.03,10496,Q15b,T,F,14,0,21,9,9,F,F,,,,,,,
54,OmniSci,T,T,F,64,3090,24,4.03,10496,Q15c,T,F,14,0,21,9,9,F,F,,,,,,,
55,OmniSci,T,T,F,64,3090,24,4.03,10496,Q15d,T,F,14,0,21,9,9,F,F,,,,,,,
56,OmniSci,T,T,F,64,3090,24,4.03,10496,Q16a,T,F,11,2,15,8,8,F,F,,,,,,,
57,OmniSci,T,T,F,64,3090,24,4.03,10496,Q16b,T,F,11,2,15,8,8,F,F,,,,,,,
58,OmniSci,T,T,F,64,3090,24,4.03,10496,Q16c,T,F,11,2,15,8,8,F,F,,,,,,,
59,OmniSci,T,T,F,64,3090,24,4.03,10496,Q16d,T,F,11,2,15,8,8,F,F,,,,,,,
60,OmniSci,T,T,F,64,3090,24,4.03,10496,Q17a,T,F,9,2,13,7,7,F,F,,,,,,,
61,OmniSci,T,T,F,64,3090,24,4.03,10496,Q17b,T,F,9,2,13,7,7,F,F,,,,,,,
62,OmniSci,T,T,F,64,3090,24,4.03,10496,Q17c,T,F,9,2,13,7,7,F,F,,,,,,,
63,OmniSci,T,T,F,64,3090,24,4.03,10496,Q17d,T,F,9,2,13,7,7,F,F,,,,,,,
64,OmniSci,T,T,F,64,3090,24,4.03,10496,Q17e,T,F,9,2,13,7,7,F,F,,,,,,,
65,OmniSci,T,T,F,64,3090,24,4.03,10496,Q17f,T,F,9,2,13,7,7,F,F,,,,,,,
66,OmniSci,T,T,F,64,3090,24,4.03,10496,Q18a,T,F,9,3,18,7,6,F,F,,,,,,,
67,OmniSci,T,T,F,64,3090,24,4.03,10496,Q18b,T,F,9,3,18,7,6,F,F,,,,,,,
68,OmniSci,T,T,F,64,3090,24,4.03,10496,Q18c,T,F,9,3,18,7,6,F,F,,,,,,,
69,OmniSci,T,T,F,64,3090,24,4.03,10496,Q19a,T,F,13,5,25,10,10,F,F,,,,,,,
70,OmniSci,T,T,F,64,3090,24,4.03,10496,Q19b,T,F,13,5,25,10,10,F,F,,,,,,,
71,OmniSci,T,T,F,64,3090,24,4.03,10496,Q19c,T,F,13,5,25,10,10,F,F,,,,,,,
72,OmniSci,T,T,F,64,3090,24,4.03,10496,Q19d,T,F,13,5,25,10,10,F,F,,,,,,,
73,OmniSci,T,T,F,64,3090,24,4.03,10496,Q20a,T,F,12,3,23,10,9,F,F,,,,,,,
74,OmniSci,T,T,F,64,3090,24,4.03,10496,Q20b,T,F,12,3,23,10,9,F,F,,,,,,,
75,OmniSci,T,T,F,64,3090,24,4.03,10496,Q20c,T,F,12,3,23,10,9,F,F,,,,,,,
76,OmniSci,T,T,F,64,3090,24,4.03,10496,Q21a,T,F,14,0,24,9,9,F,F,,,,,,,
77,OmniSci,T,T,F,64,3090,24,4.03,10496,Q21b,T,F,14,0,24,9,9,F,F,,,,,,,
78,OmniSci,T,T,F,64,3090,24,4.03,10496,Q21c,T,F,14,0,24,9,9,F,F,,,,,,,
79,OmniSci,T,T,F,64,3090,24,4.03,10496,Q22a,T,F,16,0,29,11,10,F,F,,,,,,,
80,OmniSci,T,T,F,64,3090,24,4.03,10496,Q22b,T,F,16,0,29,11,10,F,F,,,,,,,
81,OmniSci,T,T,F,64,3090,24,4.03,10496,Q22c,T,F,16,0,29,11,10,F,F,,,,,,,
82,OmniSci,T,T,F,64,3090,24,4.03,10496,Q22d,T,F,16,0,29,11,10,F,F,,,,,,,
83,OmniSci,T,T,F,64,3090,24,4.03,10496,Q23a,T,F,16,0,25,11,11,F,F,,,,,,,
84,OmniSci,T,T,F,64,3090,24,4.03,10496,Q23b,T,F,16,0,25,11,11,F,F,,,,,,,
85,OmniSci,T,T,F,64,3090,24,4.03,10496,Q23c,T,F,16,0,25,11,11,F,F,,,,,,,
86,OmniSci,T,T,F,64,3090,24,4.03,10496,Q24a,T,F,18,5,29,12,12,F,F,,,,,,,
87,OmniSci,T,T,F,64,3090,24,4.03,10496,Q24b,T,F,18,5,29,12,12,F,F,,,,,,,
88,OmniSci,T,T,F,64,3090,24,4.03,10496,Q25a,T,F,14,2,22,9,8,F,F,,,,,31522.381,,
89,OmniSci,T,T,F,64,3090,24,4.03,10496,Q25b,T,F,14,2,22,9,8,F,F,,,,,28286.923,,
90,OmniSci,T,T,F,64,3090,24,4.03,10496,Q25c,T,F,14,2,22,9,8,F,F,,,,,47048.989,,
91,OmniSci,T,T,F,64,3090,24,4.03,10496,Q26a,T,F,17,3,30,12,11,F,F,,,,,,,
92,OmniSci,T,T,F,64,3090,24,4.03,10496,Q26b,T,F,17,3,30,12,11,F,F,,,,,,,
93,OmniSci,T,T,F,64,3090,24,4.03,10496,Q26c,T,F,17,3,30,12,11,F,F,,,,,,,
94,OmniSci,T,T,F,64,3090,24,4.03,10496,Q27a,T,F,21,0,30,12,11,F,F,,,,,,,
95,OmniSci,T,T,F,64,3090,24,4.03,10496,Q27b,T,F,21,0,30,12,11,F,F,,,,,,,
96,OmniSci,T,T,F,64,3090,24,4.03,10496,Q27c,T,F,21,0,30,12,11,F,F,,,,,,,
97,OmniSci,T,T,F,64,3090,24,4.03,10496,Q28a,T,F,23,0,35,14,12,F,F,,,,,,,
98,OmniSci,T,T,F,64,3090,24,4.03,10496,Q28b,T,F,23,0,35,14,12,F,F,,,,,,,
99,OmniSci,T,T,F,64,3090,24,4.03,10496,Q28c,T,F,23,0,35,14,12,F,F,,,,,,,
100,OmniSci,T,T,F,64,3090,24,4.03,10496,Q29a,T,F,28,5,40,17,15,F,F,,,,,,,
101,OmniSci,T,T,F,64,3090,24,4.03,10496,Q29b,T,F,28,5,40,17,15,F,F,,,,,,,
102,OmniSci,T,T,F,64,3090,24,4.03,10496,Q29c,T,F,28,5,40,17,15,F,F,,,,,,,
103,OmniSci,T,T,F,64,3090,24,4.03,10496,Q30a,T,F,21,3,30,12,10,F,F,,,,,43873.171,,
104,OmniSci,T,T,F,64,3090,24,4.03,10496,Q30b,T,F,21,3,30,12,10,F,F,,,,,67624.488,,
105,OmniSci,T,T,F,64,3090,24,4.03,10496,Q30c,T,F,21,3,30,12,10,F,F,,,,,52257.382,,
106,OmniSci,T,T,F,64,3090,24,4.03,10496,Q31a,T,F,20,3,26,11,10,F,F,,,,,61085.618,,
107,OmniSci,T,T,F,64,3090,24,4.03,10496,Q31b,T,F,20,3,26,11,10,F,F,,,,,90968.069,,
108,OmniSci,T,T,F,64,3090,24,4.03,10496,Q31c,T,F,20,3,26,11,10,F,F,,,,,133597.111,,
109,OmniSci,T,T,F,64,3090,24,4.03,10496,Q32a,T,F,6,0,13,6,5,F,F,,,,,,,
110,OmniSci,T,T,F,64,3090,24,4.03,10496,Q32b,T,F,6,0,13,6,5,F,F,,,,,,,
111,OmniSci,T,T,F,64,3090,24,4.03,10496,Q33a,T,F,19,0,34,14,8,F,F,,,,,,,
112,OmniSci,T,T,F,64,3090,24,4.03,10496,Q33b,T,F,19,0,34,14,8,F,F,,,,,,,
113,OmniSci,T,T,F,64,3090,24,4.03,10496,Q33c,T,F,19,0,34,14,8,F,F,,,,,,,
1,BlazingSQL,T,T,F,48,2080ti,11,1,4352,Q1,T,F,0,7,7,1,1,F,T,341.471,81.568,0,140,18516.95,37272,423.039
2,BlazingSQL,T,T,F,48,2080ti,11,1,4352,Q2,T,T,8,0,16,10,5,F,T,437.468,171.84,0,281,4141.71,26775,609.308
3,BlazingSQL,T,T,F,48,2080ti,11,1,4352,Q3,T,F,2,4,10,3,3,F,T,327.647,99.423,0,161,7035.1,18663,427.07
4,BlazingSQL,T,T,F,48,2080ti,11,1,4352,Q4,T,T,0,3,7,2,2,F,T,246.816,102.175,0,165,14799.69,30324,348.991
5,BlazingSQL,T,T,F,48,2080ti,11,1,4352,Q5,T,F,5,4,16,6,6,F,T,333.917,97.024,0,160,6710.94,23000,430.941
6,BlazingSQL,T,T,F,48,2080ti,11,1,4352,Q6,T,F,0,4,4,1,1,F,F,188.416,44.927,0,44,5750.88,11871,233.343
7,BlazingSQL,T,T,F,48,2080ti,11,1,4352,Q7,T,T,5,5,15,6,5,F,T,516.187,169.789,0,266,13864.28,34664,685.976
8,BlazingSQL,T,T,F,48,2080ti,11,1,4352,Q8,T,T,7,5,19,8,8,T,T,568.733,133.344,0,233,6622.97,23285,702.077
9,BlazingSQL,T,T,F,48,2080ti,11,1,4352,Q9,T,T,5,6,16,6,6,F,T,292.255,81.599,0,157,30169.18,43813,373.854
10,BlazingSQL,T,T,F,48,2080ti,11,1,4352,Q10,T,F,3,4,16,4,4,F,T,381.566,138.078,0,282,8790.86,21640,519.644
11,BlazingSQL,T,T,F,48,2080ti,11,1,4352,Q11,T,T,4,0,8,6,3,F,T,,,,,,,
12,BlazingSQL,T,T,F,48,2080ti,11,1,4352,Q12,T,F,1,5,7,2,2,T,T,262.076,60.864,0,114,16861.7,27412,322.94
13,BlazingSQL,T,T,F,48,2080ti,11,1,4352,Q13,T,T,1,0,6,2,2,F,T,108.895,40.704,0,71,77365.65,85188,149.599
14,BlazingSQL,T,T,F,48,2080ti,11,1,4352,Q14,T,F,1,4,6,2,2,T,F,320.09,74.879,0,72,4501.51,12461,394.969
15,BlazingSQL,T,T,F,48,2080ti,11,1,4352,Q15,T,T,1,4,8,2,2,F,T,209.791,55.743,0,102,4693.16,12001,265.534
16,BlazingSQL,T,T,F,48,2080ti,11,1,4352,Q16,T,T,1,0,8,3,3,F,T,417.95,159.327,0,325,24970.07,41418,577.277
17,BlazingSQL,T,T,F,48,2080ti,11,1,4352,Q17,T,T,2,3,6,3,2,F,F,255.04,40.96,0,41,11474.11,19961,296
18,BlazingSQL,T,T,F,48,2080ti,11,1,4352,Q18,T,T,2,2,8,4,3,F,T,307.231,112.576,0,193,13582.45,24711,419.807
19,BlazingSQL,T,T,F,48,2080ti,11,1,4352,Q19,T,F,1,6,10,2,2,F,F,591.866,200.191,0,169,36908.73,48612,792.057
20,BlazingSQL,T,T,F,48,2080ti,11,1,4352,Q20,T,T,2,3,17,5,5,F,T,434.907,155.647,0,251,9720.9,22843,590.554
21,BlazingSQL,T,T,F,48,2080ti,11,1,4352,Q21,T,T,3,4,16,6,4,F,T,1447.9,866.684,460,1561,1125388.831,1108749,2314.584
22,BlazingSQL,T,T,F,48,2080ti,11,1,4352,Q22,T,T,0,0,4,3,2,F,T,,,,,,,
23,BlazingSQL,T,T,F,48,2080ti,11,2,4352,Q1,T,F,0,7,7,1,1,F,T,364.028,91.648,0,140,37538.59,57509,455.676
24,BlazingSQL,T,T,F,48,2080ti,11,2,4352,Q2,T,T,8,0,16,10,5,F,T,418.239,176.927,0,288,7362.97,28968,595.166
25,BlazingSQL,T,T,F,48,2080ti,11,2,4352,Q3,T,F,2,4,10,3,3,F,T,326.015,100.767,0,163,13170.84,26219,426.782
26,BlazingSQL,T,T,F,48,2080ti,11,2,4352,Q4,T,T,0,3,7,2,2,F,T,236.191,117.824,0,165,29345.25,43302,354.015
27,BlazingSQL,T,T,F,48,2080ti,11,2,4352,Q5,T,F,5,4,16,6,6,F,T,336.927,96.032,0,166,13461.5,29947,432.959
28,BlazingSQL,T,T,F,48,2080ti,11,2,4352,Q6,T,F,0,4,4,1,1,F,F,199.711,43.743,0,44,11237.03,18647,243.454
29,BlazingSQL,T,T,F,48,2080ti,11,2,4352,Q7,T,T,5,5,15,6,5,F,T,518.844,170.656,0,266,26653.68,46907,689.5
30,BlazingSQL,T,T,F,48,2080ti,11,2,4352,Q8,T,T,7,5,19,8,8,T,T,564.827,143.072,0,236,13318.94,33964,707.899
31,BlazingSQL,T,T,F,48,2080ti,11,2,4352,Q9,T,T,5,6,16,6,6,F,T,307.806,85.247,0,162,68595.51,81519,393.053
32,BlazingSQL,T,T,F,48,2080ti,11,2,4352,Q10,T,F,3,4,16,4,4,F,T,384.895,137.92,0,279,20486.38,33271,522.815
33,BlazingSQL,T,T,F,48,2080ti,11,2,4352,Q11,T,T,4,0,8,6,3,F,T,,,,,,,
34,BlazingSQL,T,T,F,48,2080ti,11,2,4352,Q12,T,F,1,5,7,2,2,T,T,261.151,61.408,0,114,33399.65,43928,322.559
35,BlazingSQL,T,T,F,48,2080ti,11,2,4352,Q13,T,T,1,0,6,2,2,F,T,109.407,60.384,0,71,156858.46,167468,169.791
36,BlazingSQL,T,T,F,48,2080ti,11,2,4352,Q14,T,F,1,4,6,2,2,T,F,317.31,75.712,0,72,8457.46,17117,393.022
37,BlazingSQL,T,T,F,48,2080ti,11,2,4352,Q15,T,T,1,4,8,2,2,F,T,221.981,64.352,0,104,8495.41,15974,286.333
38,BlazingSQL,T,T,F,48,2080ti,11,2,4352,Q16,T,T,1,0,8,3,3,F,T,420.96,170.463,0,327,45855.86,59033,591.423
39,BlazingSQL,T,T,F,48,2080ti,11,2,4352,Q17,T,T,2,3,6,3,2,F,F,256.798,40.864,0,41,26997.25,36898,297.662
40,BlazingSQL,T,T,F,48,2080ti,11,2,4352,Q18,T,T,2,2,8,4,3,F,T,307.646,113.632,0,192,27981.99,40500,421.278
41,BlazingSQL,T,T,F,48,2080ti,11,2,4352,Q19,T,F,1,6,10,2,2,F,F,593.404,189.343,0,169,74713.26,87964,782.747
42,BlazingSQL,T,T,F,48,2080ti,11,2,4352,Q20,T,T,2,3,17,5,5,F,T,434.462,156.958,0,253,20100.58,32888,591.42
43,BlazingSQL,T,T,F,48,2080ti,11,2,4352,Q21,T,T,3,4,16,6,4,F,T,4611.946,932.443,405881,1565,17815255.99,15216976,5544.389
44,BlazingSQL,T,T,F,48,2080ti,11,2,4352,Q22,T,T,0,0,4,3,2,F,T,,,,,,,
45,BlazingSQL,T,T,F,48,2080ti,11,4,4352,Q1,T,F,0,7,7,1,1,F,T,339.902,81.022,1,140,76411.42,99101,420.924
46,BlazingSQL,T,T,F,48,2080ti,11,4,4352,Q2,T,T,8,0,16,10,5,F,T,438.558,191.647,14,308,17571.07,37243,630.205
47,BlazingSQL,T,T,F,48,2080ti,11,4,4352,Q3,T,F,2,4,10,3,3,F,T,333.206,102.495,15,165,26661.46,38940,435.701
48,BlazingSQL,T,T,F,48,2080ti,11,4,4352,Q4,T,T,0,3,7,2,2,F,T,236.447,104.192,3,165,59446.56,73968,340.639
49,BlazingSQL,T,T,F,48,2080ti,11,4,4352,Q5,T,F,5,4,16,6,6,F,T,352.703,111.552,98,167,31951.82,44760,464.255
50,BlazingSQL,T,T,F,48,2080ti,11,4,4352,Q6,T,F,0,4,4,1,1,F,F,191.551,55.008,0,44,22059.4,29163,246.559
51,BlazingSQL,T,T,F,48,2080ti,11,4,4352,Q7,T,T,5,5,15,6,5,F,T,522.012,184.766,472,266,57278.31,71997,706.778
52,BlazingSQL,T,T,F,48,2080ti,11,4,4352,Q8,T,T,7,5,19,8,8,T,T,594.974,143.198,173,244,30910.16,45135,738.172
53,BlazingSQL,T,T,F,48,2080ti,11,4,4352,Q9,T,T,5,6,16,6,6,F,T,300.959,84.704,260,157,149438.19,173367,385.663
54,BlazingSQL,T,T,F,48,2080ti,11,4,4352,Q10,T,F,3,4,16,4,4,F,T,377.536,142.751,3,281,47917,58066,520.287
55,BlazingSQL,T,T,F,48,2080ti,11,4,4352,Q11,T,T,4,0,8,6,3,F,T,,,,,,,
56,BlazingSQL,T,T,F,48,2080ti,11,4,4352,Q12,T,F,1,5,7,2,2,T,T,273.982,63.008,5,114,67234.94,75823,336.99
57,BlazingSQL,T,T,F,48,2080ti,11,4,4352,Q13,T,T,1,0,6,2,2,F,T,115.552,43.871,254,71,307149.35,309803,159.423
58,BlazingSQL,T,T,F,48,2080ti,11,4,4352,Q14,T,F,1,4,6,2,2,T,F,302.396,76.48,3,72,16845.18,25175,378.876
59,BlazingSQL,T,T,F,48,2080ti,11,4,4352,Q15,T,T,1,4,8,2,2,F,T,213.568,67.295,5,106,16938.97,24441,280.863
60,BlazingSQL,T,T,F,48,2080ti,11,4,4352,Q16,T,T,1,0,8,3,3,F,T,431.773,169.533,260,326,101656.64,109982,601.306
61,BlazingSQL,T,T,F,48,2080ti,11,4,4352,Q17,T,T,2,3,6,3,2,F,F,257.888,40.544,0,41,59416.94,69768,298.432
62,BlazingSQL,T,T,F,48,2080ti,11,4,4352,Q18,T,T,2,2,8,4,3,F,T,323.839,117.216,974,196,96577.44,77924,441.055
63,BlazingSQL,T,T,F,48,2080ti,11,4,4352,Q19,T,F,1,6,10,2,2,F,F,606.687,211.264,1,169,157124,169647,817.951
64,BlazingSQL,T,T,F,48,2080ti,11,4,4352,Q20,T,T,2,3,17,5,5,F,T,433.82,164.125,24,247,43929.12,53143,597.945
65,BlazingSQL,T,T,F,48,2080ti,11,4,4352,Q21,T,T,3,4,16,6,4,F,T,,,,,,41226862,
66,BlazingSQL,T,T,F,48,2080ti,11,4,4352,Q22,T,T,0,0,4,3,2,F,T,,,,,,,
67,BlazingSQL,T,T,F,48,2080ti,11,8,4352,Q1,T,F,0,7,7,1,1,F,T,342.047,82.112,203,140,184283.64,176788,424.159
68,BlazingSQL,T,T,F,48,2080ti,11,8,4352,Q2,T,T,8,0,16,10,5,F,T,426.877,183.006,0,286,27574.43,51956,609.883
69,BlazingSQL,T,T,F,48,2080ti,11,8,4352,Q3,T,F,2,4,10,3,3,F,T,332.831,103.328,257,167,59141.87,63492,436.159
70,BlazingSQL,T,T,F,48,2080ti,11,8,4352,Q4,T,T,0,3,7,2,2,F,T,237.597,113.44,123,165,123006.12,132018,351.037
71,BlazingSQL,T,T,F,48,2080ti,11,8,4352,Q5,T,F,5,4,16,6,6,F,T,341.503,98.686,107,166,58891.12,71871,440.189
72,BlazingSQL,T,T,F,48,2080ti,11,8,4352,Q6,T,F,0,4,4,1,1,F,F,192.224,46.144,183,44,52670.07,50627,238.368
73,BlazingSQL,T,T,F,48,2080ti,11,8,4352,Q7,T,T,5,5,15,6,5,F,T,515.455,175.04,208,266,114700.23,130740,690.495
74,BlazingSQL,T,T,F,48,2080ti,11,8,4352,Q8,T,T,7,5,19,8,8,T,T,568.286,135.424,107,236,54361.18,70945,703.71
75,BlazingSQL,T,T,F,48,2080ti,11,8,4352,Q9,T,T,5,6,16,6,6,F,T,304.703,87.072,254,157,313874.05,322838,391.775
76,BlazingSQL,T,T,F,48,2080ti,11,8,4352,Q10,T,F,3,4,16,4,4,F,T,380.734,155.168,233,283,98615.85,106983,535.902
77,BlazingSQL,T,T,F,48,2080ti,11,8,4352,Q11,T,T,4,0,8,6,3,F,T,,,,,,,
78,BlazingSQL,T,T,F,48,2080ti,11,8,4352,Q12,T,F,1,5,7,2,2,T,T,282.847,66.431,206,114,140126.06,140310,349.278
79,BlazingSQL,T,T,F,48,2080ti,11,8,4352,Q13,T,T,1,0,6,2,2,F,T,120.639,42.304,79,71,615051.82,616339,162.943
80,BlazingSQL,T,T,F,48,2080ti,11,8,4352,Q14,T,F,1,4,6,2,2,T,F,303.26,77.599,234,72,41603.82,40851,380.859
81,BlazingSQL,T,T,F,48,2080ti,11,8,4352,Q15,T,T,1,4,8,2,2,F,T,228.351,57.535,211,108,42316.52,40466,285.886
82,BlazingSQL,T,T,F,48,2080ti,11,8,4352,Q16,T,T,1,0,8,3,3,F,T,435.197,180.542,314,328,248067.48,258175,615.739
83,BlazingSQL,T,T,F,48,2080ti,11,8,4352,Q17,T,T,2,3,6,3,2,F,F,270.56,42.494,270,41,134006.09,135395,313.054
84,BlazingSQL,T,T,F,48,2080ti,11,8,4352,Q18,T,T,2,2,8,4,3,F,T,313.342,117.471,58,195,172339.56,169876,430.813
85,BlazingSQL,T,T,F,48,2080ti,11,8,4352,Q19,T,F,1,6,10,2,2,F,F,605.728,198.655,199,169,343131.92,353731,804.383
86,BlazingSQL,T,T,F,48,2080ti,11,8,4352,Q20,T,T,2,3,17,5,5,F,T,439.519,159.583,264,258,94874.96,97414,599.102
87,BlazingSQL,T,T,F,48,2080ti,11,8,4352,Q21,T,T,3,4,16,6,4,F,T,,,,,,,
88,BlazingSQL,T,T,F,48,2080ti,11,8,4352,Q22,T,T,0,0,4,3,2,F,T,,,,,,,
89,BlazingSQL,T,T,F,64,1080ti,11,1,3584,Q1,T,F,0,7,7,1,1,F,T,337.447,73.027,0,140,29366.89,41290,410.474
